CODESC;TIPOESC;NOMES;SUBPREF;DISTRITO;CODINEP;CD_CIE;NOME_ANT;REDE;NOMES_COMPLETO;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;DESC_REDE
400048;CEI DIRET;FRANCISCO MARCONDES DE OLIVEIRA;VILA MARIA/VILA GUILHERME;VILA MEDEIROS;35238314,0;1669193,0;JARDIM BRASIL;DIR;CEI DIRET FRANCISCO MARCONDES DE OLIVEIRA;VILA MEDEIROS;7;VILA MARIA-VILA GUILHERME;Direta
400049;CEI DIRET;FRANCISCO PEREZ, VER.;IPIRANGA;CURSINO;35238612,0;1668102,0;AGUA FUNDA;DIR;CEI DIRET FRANCISCO PEREZ, VER.;CURSINO;13;IPIRANGA;Direta
400050;CEI DIRET;GABRIEL NOGUEIRA DE QUADROS, VER.;ARICANDUVA/FORMOSA/CARRAO;ARICANDUVA;35237930,0;1676171,0;JARDIM RECORD;DIR;CEI DIRET GABRIEL NOGUEIRA DE QUADROS, VER.;ARICANDUVA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
400051;CEI DIRET;GENOVEVA DASCOLI;VILA PRUDENTE;VILA PRUDENTE;35239537,0;1668191,0;GENOVEVA D ASCOLI;DIR;CEI DIRET GENOVEVA DASCOLI;VILA PRUDENTE;29;VILA PRUDENTE;Direta
400052;CEI DIRET;GERALDO DE ARRUDA PENTEADO, CEL.;CAPELA DO SOCORRO;CIDADE DUTRA;35239227,0;1675102,0;;DIR;CEI DIRET GERALDO DE ARRUDA PENTEADO, CEL.;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
400053;CEI DIRET;GERALDO MAGELA PERON;GUAIANASES;GUAIANASES;35237656,0;1678102,0;JARDIM SOARES;DIR;CEI DIRET GERALDO MAGELA PERON;GUAIANASES;28;GUAIANASES;Direta
400054;CEI DIRET;GUMERCINDO DE PADUA FLEURY, VER.;M'BOI MIRIM;JARDIM SAO LUIS;35239159,0;1672207,0;JARDIM CAPELINHA;DIR;CEI DIRET GUMERCINDO DE PADUA FLEURY, VER.;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
400055;CEI DIRET;HELENA IRACY JUNQUEIRA;JABAQUARA;JABAQUARA;35238831,0;1673156,0;;DIR;CEI DIRET HELENA IRACY JUNQUEIRA;JABAQUARA;15;JABAQUARA;Direta
400056;CEI DIRET;HELENA PEREIRA DE MORAES;SAO MIGUEL;JARDIM HELENA;35237346,0;1677102,0;;DIR;CEI DIRET HELENA PEREIRA DE MORAES;JARDIM HELENA;23;SAO MIGUEL;Direta
400057;CEI DIRET;HIGINO PELLEGRINI, VER.;SAO MIGUEL;JARDIM HELENA;35237322,0;1677105,0;VILA NOEMIA;DIR;CEI DIRET HIGINO PELLEGRINI, VER.;JARDIM HELENA;23;SAO MIGUEL;Direta
400058;CEI DIRET;HOMERO DOMINGUES DA SILVA, VER.;PERUS;ANHANGUERA;35238405,0;1671187,0;JARDIM BRITANIA;DIR;CEI DIRET HOMERO DOMINGUES DA SILVA, VER.;ANHANGUERA;1;PERUS;Direta
400059;CEI DIRET;INACIO MONTEIRO;CIDADE TIRADENTES;CIDADE TIRADENTES;35237361,0;1678151,0;;DIR;CEI DIRET INACIO MONTEIRO;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Direta
400060;CEI DIRET;INEZ MENEZES MARIA;IPIRANGA;SACOMA;35238659,0;1668119,0;;DIR;CEI DIRET INEZ MENEZES MARIA;SACOMA;13;IPIRANGA;Direta
400061;CEI DIRET;JACARANDA;ITAQUERA;JOSE BONIFACIO;35237474,0;1676145,0;;DIR;CEI DIRET JACARANDA;JOSE BONIFACIO;27;ITAQUERA;Direta
400062;CEI DIRET;JACOB SALVADOR ZVEIBIL, VER.;PERUS;PERUS;35238077,0;1671196,0;VILA INACIO;DIR;CEI DIRET JACOB SALVADOR ZVEIBIL, VER.;PERUS;1;PERUS;Direta
400063;CEI DIRET;JARDIM ADUTORA;SAPOPEMBA;SAPOPEMBA;35239501,0;1680176,0;;DIR;CEI DIRET JARDIM ADUTORA;SAPOPEMBA;32;SAPOPEMBA;Direta
400064;CEI DIRET;MARIA APARECIDA SIQUEIRA CAMPOS;ITAQUERA;CIDADE LIDER;35237620,0;1676108,0;JARDIM ARICANDUVA;DIR;CEI DIRET MARIA APARECIDA SIQUEIRA CAMPOS;CIDADE LIDER;27;ITAQUERA;Direta
400065;CEI DIRET;JARDIM CAMARGO NOVO;ITAIM PAULISTA;ITAIM PAULISTA;35237279,0;1677160,0;;DIR;CEI DIRET JARDIM CAMARGO NOVO;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
400066;CEI DIRET;JARDIM CAMARGO VELHO;ITAIM PAULISTA;ITAIM PAULISTA;35237224,0;1677163,0;;DIR;CEI DIRET JARDIM CAMARGO VELHO;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
400067;CEI DIRET;PEDRO HENRIQUE SIQUEIRA LIMA;CAPELA DO SOCORRO;GRAJAU;35239324,0;1675130,0;JARDIM CAMPINAS;DIR;CEI DIRET PEDRO HENRIQUE SIQUEIRA LIMA;GRAJAU;19;CAPELA DO SOCORRO;Direta
400068;CEI DIRET;JARDIM CAMPOS;ITAIM PAULISTA;VILA CURUCA;35237292,0;1677192,0;;DIR;CEI DIRET JARDIM CAMPOS;VILA CURUCA;24;ITAIM PAULISTA;Direta
400069;CEI DIRET;JARDIM CAPELA;M'BOI MIRIM;JARDIM ANGELA;35239082,0;1672175,0;;DIR;CEI DIRET JARDIM CAPELA;JARDIM ANGELA;18;M BOI MIRIM;Direta
400070;CEI DIRET;JARDIM CATANDUVA;CAMPO LIMPO;CAMPO LIMPO;35238703,0;1672105,0;;DIR;CEI DIRET JARDIM CATANDUVA;CAMPO LIMPO;17;CAMPO LIMPO;Direta
400071;CEI DIRET;DANIELLE MONTEIRO, GCMF;ARICANDUVA/FORMOSA/CARRAO;ARICANDUVA;35237954,0;1676173,0;JARDIM CATARINA;DIR;CEI DIRET DANIELLE MONTEIRO, GCMF;ARICANDUVA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
400072;CEI DIRET;JARDIM COLONIAL;SAO MATEUS;SAO MATEUS;35237012,0;1680129,0;;DIR;CEI DIRET JARDIM COLONIAL;SAO MATEUS;30;SAO MATEUS;Direta
400073;CEI DIRET;JARDIM COLORADO;SAO MATEUS;SAO RAFAEL;35236950,0;1680148,0;;DIR;CEI DIRET JARDIM COLORADO;SAO RAFAEL;30;SAO MATEUS;Direta
400074;CEI DIRET;LILA COVAS;M'BOI MIRIM;JARDIM ANGELA;35239100,0;1672178,0;JARDIM COPACABANA;DIR;CEI DIRET LILA COVAS;JARDIM ANGELA;18;M BOI MIRIM;Direta
400075;CEI DIRET;JARDIM COTINHA;ERMELINO MATARAZZO;PONTE RASA;35237851,0;1674207,0;;DIR;CEI DIRET JARDIM COTINHA;PONTE RASA;22;ERMELINO MATARAZZO;Direta
400076;CEI DIRET;MARIA MARGARIDA RODRIGUES DE OLIVEIRA, PROFA;CIDADE ADEMAR;CIDADE ADEMAR;35238818,0;1673125,0;JARDIM CUPECE;DIR;CEI DIRET MARIA MARGARIDA RODRIGUES DE OLIVEIRA, PROFA;CIDADE ADEMAR;16;CIDADE ADEMAR;Direta
400077;CEI DIRET;JARDIM DAS PEDRAS;JACANA/TREMEMBE;TREMEMBE;35238272,0;1669122,0;;DIR;CEI DIRET JARDIM DAS PEDRAS;TREMEMBE;6;JACANA-TREMEMBE;Direta
400078;CEI DIRET;JARDIM DIONISIO;M'BOI MIRIM;JARDIM ANGELA;35239057,0;1672181,0;;DIR;CEI DIRET JARDIM DIONISIO;JARDIM ANGELA;18;M BOI MIRIM;Direta
400080;CEI DIRET;JARDIM ELIANA;CAPELA DO SOCORRO;GRAJAU;35239318,0;1675133,0;;DIR;CEI DIRET JARDIM ELIANA;GRAJAU;19;CAPELA DO SOCORRO;Direta
400081;CEI DIRET;JARDIM EVA;ITAIM PAULISTA;ITAIM PAULISTA;35237097,0;1677166,0;;DIR;CEI DIRET JARDIM EVA;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
400082;CEI DIRET;JARDIM GUAIRACA;VILA PRUDENTE;SAO LUCAS;35239598,0;1668179,0;;DIR;CEI DIRET JARDIM GUAIRACA;SAO LUCAS;29;VILA PRUDENTE;Direta
400083;CEI DIRET;JARDIM GUARUJA - RITA MONTEIRO DE SOUZA;M'BOI MIRIM;JARDIM ANGELA;35239012,0;1672187,0;JARDIM GUARUJA;DIR;CEI DIRET JARDIM GUARUJA - RITA MONTEIRO DE SOUZA;JARDIM ANGELA;18;M BOI MIRIM;Direta
400084;CEI DIRET;JARDIM HELENA;SAO MATEUS;IGUATEMI;35237036,0;1680102,0;;DIR;CEI DIRET JARDIM HELENA;IGUATEMI;30;SAO MATEUS;Direta
400085;CEI DIRET;JARDIM HERCILIA;PENHA;VILA MATILDE;35237723,0;1674146,0;;DIR;CEI DIRET JARDIM HERCILIA;VILA MATILDE;21;PENHA;Direta
400086;CEI DIRET;BRYAN BIGUINATI JARDIM;CAMPO LIMPO;CAMPO LIMPO;35238727,0;1672108,0;JARDIM INGA;DIR;CEI DIRET BRYAN BIGUINATI JARDIM;CAMPO LIMPO;17;CAMPO LIMPO;Direta
400087;CEI DIRET;JARDIM IPANEMA;PIRITUBA;JARAGUA;35238036,0;1671109,0;;DIR;CEI DIRET JARDIM IPANEMA;JARAGUA;2;PIRITUBA-JARAGUA;Direta
400088;CEI DIRET;JARDIM JAPAO;VILA MARIA/VILA GUILHERME;VILA MARIA;35238429,0;1669171,0;;DIR;CEI DIRET JARDIM JAPAO;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
400089;CEI DIRET;JARDIM JULIETA;BUTANTA;RIO PEQUENO;35239446,0;1679138,0;;DIR;CEI DIRET JARDIM JULIETA;RIO PEQUENO;10;BUTANTA;Direta
400090;CEI DIRET;JARDIM KAGOHARA;M'BOI MIRIM;JARDIM ANGELA;35239021,0;1672190,0;;DIR;CEI DIRET JARDIM KAGOHARA;JARDIM ANGELA;18;M BOI MIRIM;Direta
400091;CEI DIRET;JARDIM KLEIN;M'BOI MIRIM;JARDIM SAO LUIS;35239185,0;1672210,0;;DIR;CEI DIRET JARDIM KLEIN;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
400092;CEI DIRET;JARDIM LUSO;CIDADE ADEMAR;CIDADE ADEMAR;35238788,0;1673128,0;;DIR;CEI DIRET JARDIM LUSO;CIDADE ADEMAR;16;CIDADE ADEMAR;Direta
400093;CEI DIRET;JARDIM MACEDONIA;CAMPO LIMPO;CAPAO REDONDO;35238946,0;1672144,0;;DIR;CEI DIRET JARDIM MACEDONIA;CAPAO REDONDO;17;CAMPO LIMPO;Direta
400094;CEI DIRET;JARDIM MAIA;SAO MIGUEL;JARDIM HELENA;35237280,0;1677108,0;;DIR;CEI DIRET JARDIM MAIA;JARDIM HELENA;23;SAO MIGUEL;Direta
400095;CEI DIRET;WILSON D ANGELO BRAZ, PROF;SANTANA/TUCURUVI;MANDAQUI;35238200,0;1669137,0;JARDIM MANINOS;DIR;CEI DIRET WILSON D ANGELO BRAZ, PROF;MANDAQUI;5;SANTANA-TUCURUVI;Direta
400096;CEI DIRET;JARDIM MARIA ALICE;M'BOI MIRIM;JARDIM ANGELA;35239033,0;1672193,0;;DIR;CEI DIRET JARDIM MARIA ALICE;JARDIM ANGELA;18;M BOI MIRIM;Direta
400097;CEI DIRET;JOAO BENTO DE CARVALHO;ITAQUERA;CIDADE LIDER;35237528,0;1676111,0;JARDIM MARILIA;DIR;CEI DIRET JOAO BENTO DE CARVALHO;CIDADE LIDER;27;ITAQUERA;Direta
400098;CEI DIRET;JARDIM MATARAZZO;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35237735,0;1674193,0;;DIR;CEI DIRET JARDIM MATARAZZO;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Direta
400099;CEI DIRET;JARDIM MILIUNAS;ITAIM PAULISTA;ITAIM PAULISTA;35237255,0;1677168,0;;DIR;CEI DIRET JARDIM MILIUNAS;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
400100;CEI DIRET;ALBERTINA RODRIGUES SIMON, PROFA;CAMPO LIMPO;CAMPO LIMPO;35238764,0;1672111,0;JARDIM MITSUTANI;DIR;CEI DIRET ALBERTINA RODRIGUES SIMON, PROFA;CAMPO LIMPO;17;CAMPO LIMPO;Direta
400101;CEI DIRET;JARDIM MONJOLO;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35238156,0;1670131,0;;DIR;CEI DIRET JARDIM MONJOLO;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
400102;CEI DIRET;JARDIM MONTE ALEGRE;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35238168,0;1670134,0;;DIR;CEI DIRET JARDIM MONTE ALEGRE;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
400103;CEI DIRET;JARDIM NAKAMURA;M'BOI MIRIM;JARDIM ANGELA;35239094,0;1672196,0;;DIR;CEI DIRET JARDIM NAKAMURA;JARDIM ANGELA;18;M BOI MIRIM;Direta
400104;CEI DIRET;JARDIM NAZARE;ITAIM PAULISTA;VILA CURUCA;35237059,0;1677195,0;;DIR;CEI DIRET JARDIM NAZARE;VILA CURUCA;24;ITAIM PAULISTA;Direta
400105;CEI DIRET;MARIA APARECIDA DOS SANTOS;ITAIM PAULISTA;ITAIM PAULISTA;35237243,0;1677171,0;JARDIM NELIA;DIR;CEI DIRET MARIA APARECIDA DOS SANTOS;ITAIM PAULISTA;24;ITAIM PAULISTA;Direta
400106;CEI DIRET;JARDIM NOVE DE JULHO;SAO MATEUS;SAO MATEUS;35236974,0;1680132,0;;DIR;CEI DIRET JARDIM NOVE DE JULHO;SAO MATEUS;30;SAO MATEUS;Direta
400107;CEI DIRET;JARDIM NOVO PARELHEIROS;PARELHEIROS;PARELHEIROS;35239410,0;1675164,0;;DIR;CEI DIRET JARDIM NOVO PARELHEIROS;PARELHEIROS;20;PARELHEIROS;Direta
400108;CEI DIRET;JARDIM PANAMERICANO;PIRITUBA;JARAGUA;35238028,0;1671112,0;;DIR;CEI DIRET JARDIM PANAMERICANO;JARAGUA;2;PIRITUBA-JARAGUA;Direta
400109;CEI DIRET;JARDIM PERI;CASA VERDE/CACHOEIRINHA;CACHOEIRINHA;35238375,0;1670151,0;;DIR;CEI DIRET JARDIM PERI;CACHOEIRINHA;4;CASA VERDE-CACHOEIRINHA;Direta
400110;CEI DIRET;JARDIM POPULAR;ERMELINO MATARAZZO;PONTE RASA;35237747,0;1674210,0;;DIR;CEI DIRET JARDIM POPULAR;PONTE RASA;22;ERMELINO MATARAZZO;Direta
400111;CEI DIRET;JARDIM PRIMAVERA I;CASA VERDE/CACHOEIRINHA;LIMAO;35238181,0;1670173,0;JARDIM PRIMAVERA;DIR;CEI DIRET JARDIM PRIMAVERA I;LIMAO;4;CASA VERDE-CACHOEIRINHA;Direta
400112;CEI DIRET;AURINDO DOS SANTOS FREIRE;CAMPO LIMPO;CAMPO LIMPO;35238909,0;1672114,0;JARDIM REBOUCAS;DIR;CEI DIRET AURINDO DOS SANTOS FREIRE;CAMPO LIMPO;17;CAMPO LIMPO;Direta
400113;CEI DIRET;JARDIM REIMBERG;CAPELA DO SOCORRO;GRAJAU;35239355,0;1675136,0;;DIR;CEI DIRET JARDIM REIMBERG;GRAJAU;19;CAPELA DO SOCORRO;Direta
400114;CEI DIRET;JARDIM RINCAO;PIRITUBA;JARAGUA;35238016,0;1671115,0;;DIR;CEI DIRET JARDIM RINCAO;JARAGUA;2;PIRITUBA-JARAGUA;Direta
400115;CEI DIRET;ILDEFRANCA, IRMA;ITAIM PAULISTA;VILA CURUCA;35237061,0;1677189,0;IRMA ILDEFRANCA;DIR;CEI DIRET ILDEFRANCA, IRMA;VILA CURUCA;24;ITAIM PAULISTA;Direta
400116;CEI DIRET;JARDIM RODOLFO PIRANI;SAO MATEUS;SAO RAFAEL;35236895,0;1680151,0;;DIR;CEI DIRET JARDIM RODOLFO PIRANI;SAO RAFAEL;30;SAO MATEUS;Direta
400117;CEI DIRET;JARDIM RODRIGO;PIRITUBA;JARAGUA;35238107,0;1671118,0;;DIR;CEI DIRET JARDIM RODRIGO;JARAGUA;2;PIRITUBA-JARAGUA;Direta
400118;CEI DIRET;JARDIM ROSELY;SAO MATEUS;IGUATEMI;35236962,0;1680105,0;;DIR;CEI DIRET JARDIM ROSELY;IGUATEMI;30;SAO MATEUS;Direta
400119;CEI DIRET;JARDIM RUTH;SAO MIGUEL;VILA JACUI;35237127,0;1677144,0;;DIR;CEI DIRET JARDIM RUTH;VILA JACUI;23;SAO MIGUEL;Direta
400120;CEI DIRET;JARDIM SANTA MARIA;ITAQUERA;CIDADE LIDER;35237395,0;1676114,0;;DIR;CEI DIRET JARDIM SANTA MARIA;CIDADE LIDER;27;ITAQUERA;Direta
400121;CEI DIRET;JARDIM SANTO ANDRE;SAO MATEUS;SAO RAFAEL;35236913,0;1680154,0;;DIR;CEI DIRET JARDIM SANTO ANDRE;SAO RAFAEL;30;SAO MATEUS;Direta
400122;CEI DIRET;JARDIM SAO BENTO VELHO;CAMPO LIMPO;CAPAO REDONDO;35238995,0;1672147,0;IDNETIFICA AS CRECHES MUNICIPAIS DA SEBES;DIR;CEI DIRET JARDIM SAO BENTO VELHO;CAPAO REDONDO;17;CAMPO LIMPO;Direta
400123;CEI DIRET;SELMA REGINA LIMA MESSIAS, PROFA.;SAO MIGUEL;VILA JACUI;35237139,0;1677146,0;JARDIM SAO CARLOS;DIR;CEI DIRET SELMA REGINA LIMA MESSIAS, PROFA.;VILA JACUI;23;SAO MIGUEL;Direta
400124;CEI DIRET;JARDIM SAO JOAQUIM;M'BOI MIRIM;JARDIM SAO LUIS;35239070,0;1672213,0;;DIR;CEI DIRET JARDIM SAO JOAQUIM;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
400125;CEI DIRET;JARDIM SAO LUIZ I;M'BOI MIRIM;JARDIM SAO LUIS;35239136,0;1672216,0;;DIR;CEI DIRET JARDIM SAO LUIZ I;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
400126;CEI DIRET;JARDIM SAO LUIZ II;M'BOI MIRIM;JARDIM SAO LUIS;35239197,0;1672219,0;;DIR;CEI DIRET JARDIM SAO LUIZ II;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
400127;CEI DIRET;JARDIM SAO MANOEL;M'BOI MIRIM;JARDIM ANGELA;35239008,0;1672201,0;;DIR;CEI DIRET JARDIM SAO MANOEL;JARDIM ANGELA;18;M BOI MIRIM;Direta
400128;CEI DIRET;JARDIM SAO MARTINHO;SAO MIGUEL;JARDIM HELENA;35237334,0;1677111,0;;DIR;CEI DIRET JARDIM SAO MARTINHO;JARDIM HELENA;23;SAO MIGUEL;Direta
400129;CEI DIRET;JARDIM SAO PAULO;GUAIANASES;GUAIANASES;35237371,0;1678106,0;;DIR;CEI DIRET JARDIM SAO PAULO;GUAIANASES;28;GUAIANASES;Direta
400130;CEI DIRET;JARDIM SAO PEDRO;ITAQUERA;JOSE BONIFACIO;35237541,0;1676148,0;;DIR;CEI DIRET JARDIM SAO PEDRO;JOSE BONIFACIO;27;ITAQUERA;Direta
400131;CEI INDIR;FREI SERGIO CALIXTO VAL VERDE ;IPIRANGA;SACOMA;35184676,0;;JARDIM SAO SAVERIO;CON;CEI INDIR FREI SERGIO CALIXTO VAL VERDE;SACOMA;13;IPIRANGA;Parceira
400132;CEI DIRET;JARDIM SAO VICENTE;SAO MIGUEL;SAO MIGUEL;35237176,0;1677126,0;;DIR;CEI DIRET JARDIM SAO VICENTE;SAO MIGUEL;23;SAO MIGUEL;Direta
400133;CEI DIRET;SHANGRI-LA - MARIA PEDROZA DE OLIVEIRA, PROFA.;PIRITUBA;JARAGUA;35238004,0;1671121,0;SHANGRI-LA;DIR;CEI DIRET SHANGRI-LA - MARIA PEDROZA DE OLIVEIRA, PROFA.;JARAGUA;2;PIRITUBA-JARAGUA;Direta
400134;CEI DIRET;JARDIM SILVA TELLES;ITAIM PAULISTA;VILA CURUCA;35237309,0;1677198,0;;DIR;CEI DIRET JARDIM SILVA TELLES;VILA CURUCA;24;ITAIM PAULISTA;Direta
400135;CEI DIRET;JARDIM SILVEIRA;PARELHEIROS;PARELHEIROS;35239409,0;1675168,0;;DIR;CEI DIRET JARDIM SILVEIRA;PARELHEIROS;20;PARELHEIROS;Direta
400136;CEI DIRET;JARDIM SOMARA;CAPELA DO SOCORRO;GRAJAU;35239306,0;1675139,0;;DIR;CEI DIRET JARDIM SOMARA;GRAJAU;19;CAPELA DO SOCORRO;Direta
400137;CEI DIRET;JARDIM SOUZA;M'BOI MIRIM;JARDIM SAO LUIS;35239161,0;1672221,0;;DIR;CEI DIRET JARDIM SOUZA;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
400138;CEI DIRET;JARDIM TAIPAS;PIRITUBA;JARAGUA;35238041,0;1671124,0;;DIR;CEI DIRET JARDIM TAIPAS;JARAGUA;2;PIRITUBA-JARAGUA;Direta
400139;CEI DIRET;JARDIM TIETE;SAO MATEUS;SAO MATEUS;35237000,0;1680135,0;;DIR;CEI DIRET JARDIM TIETE;SAO MATEUS;30;SAO MATEUS;Direta
400140;CEI DIRET;JARDIM TRES CORACOES;CAPELA DO SOCORRO;GRAJAU;35239367,0;1675142,0;;DIR;CEI DIRET JARDIM TRES CORACOES;GRAJAU;19;CAPELA DO SOCORRO;Direta
400141;CEI DIRET;JARDIM TRES ESTRELAS;CAMPO LIMPO;CAPAO REDONDO;35238934,0;1672150,0;;DIR;CEI DIRET JARDIM TRES ESTRELAS;CAPAO REDONDO;17;CAMPO LIMPO;Direta
400142;CEI DIRET;JARDIM TRES MARIAS;ERMELINO MATARAZZO;PONTE RASA;35237899,0;1674212,0;;DIR;CEI DIRET JARDIM TRES MARIAS;PONTE RASA;22;ERMELINO MATARAZZO;Direta
400143;CEI DIRET;JARDIM UMARIZAL;CAMPO LIMPO;CAMPO LIMPO;35238910,0;1672117,0;;DIR;CEI DIRET JARDIM UMARIZAL;CAMPO LIMPO;17;CAMPO LIMPO;Direta
400144;CEI DIRET;JARDIM UNIVERSITARIO;CAPELA DO SOCORRO;CIDADE DUTRA;35239264,0;1675105,0;;DIR;CEI DIRET JARDIM UNIVERSITARIO;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
400145;CEI DIRET;JARDIM VERA CRUZ;SAO MATEUS;SAO RAFAEL;35236986,0;1680157,0;;DIR;CEI DIRET JARDIM VERA CRUZ;SAO RAFAEL;30;SAO MATEUS;Direta
400146;CEI DIRET;JARDIM VERONIA;ERMELINO MATARAZZO;ERMELINO MATARAZZO;35237875,0;1674195,0;;DIR;CEI DIRET JARDIM VERONIA;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Direta
400147;CEI DIRET;JARDIM VILA CARRAO;SAO MATEUS;SAO RAFAEL;35236998,0;1680159,0;;DIR;CEI DIRET JARDIM VILA CARRAO;SAO RAFAEL;30;SAO MATEUS;Direta
400148;CEI DIRET;JARDIM VILA PEDROSO;SAO MIGUEL;SAO MIGUEL;35237206,0;1677128,0;;DIR;CEI DIRET JARDIM VILA PEDROSO;SAO MIGUEL;23;SAO MIGUEL;Direta
400149;CEI DIRET;JARDIM VISTA ALEGRE;FREGUESIA/BRASILANDIA;BRASILANDIA;35237978,0;1670102,0;;DIR;CEI DIRET JARDIM VISTA ALEGRE;BRASILANDIA;3;FREGUESIA-BRASILANDIA;Direta
400150;CEI DIRET;JOAO CARLOS FAIRBANKS, VER.;SAO MIGUEL;JARDIM HELENA;35237358,0;1677114,0;VILA ROMANO;DIR;CEI DIRET JOAO CARLOS FAIRBANKS, VER.;JARDIM HELENA;23;SAO MIGUEL;Direta
400151;CEI DIRET;JOAO FRANCISCO DE HARO, VER.;SAPOPEMBA;SAPOPEMBA;35239471,0;1680178,0;VILA BANCARIA;DIR;CEI DIRET JOAO FRANCISCO DE HARO, VER.;SAPOPEMBA;32;SAPOPEMBA;Direta
400152;CEI DIRET;JOAO TONIOLO, VER.;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35238144,0;1670137,0;VILA IORIO;DIR;CEI DIRET JOAO TONIOLO, VER.;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
400153;CEI DIRET;JOAQUIM GOUVEIA FRANCO JR., VER.;GUAIANASES;LAJEADO;35237449,0;1678124,0;VILA CHABILANDIA;DIR;CEI DIRET JOAQUIM GOUVEIA FRANCO JR., VER.;LAJEADO;28;GUAIANASES;Direta
400154;CEI DIRET;JOAQUIM THOME FILHO, VER.;SANTANA/TUCURUVI;MANDAQUI;35238223,0;1669140,0;PEDRA BRANCA;DIR;CEI DIRET JOAQUIM THOME FILHO, VER.;MANDAQUI;5;SANTANA-TUCURUVI;Direta
400155;CEI DIRET;JOCELYNE GUIMARAES FERNANDES DE MELLO;GUAIANASES;GUAIANASES;35237590,0;1678109,0;;DIR;CEI DIRET JOCELYNE GUIMARAES FERNANDES DE MELLO;GUAIANASES;28;GUAIANASES;Direta
400156;CEI DIRET;JOSE ADRIANO MARREY JR., VER.;CAPELA DO SOCORRO;GRAJAU;35239379,0;1675145,0;SAO BERNARDO;DIR;CEI DIRET JOSE ADRIANO MARREY JR., VER.;GRAJAU;19;CAPELA DO SOCORRO;Direta
400157;CEI DIRET;JOSE BUSTAMANTE, VER.;PENHA;PENHA;35237681,0;1674137,0;VILA RE;DIR;CEI DIRET JOSE BUSTAMANTE, VER.;PENHA;21;PENHA;Direta
400158;CEI DIRET;JOSE DE MOURA, VER.;SE;CAMBUCI;35239461,0;1668148,0;ANA NERY;DIR;CEI DIRET JOSE DE MOURA, VER.;CAMBUCI;9;SE;Direta
400159;CEI DIRET;JOSE FERREIRA KEFFER, VER.;CAPELA DO SOCORRO;CIDADE DUTRA;35239240,0;1675108,0;JARDIM SAO JOSE;DIR;CEI DIRET JOSE FERREIRA KEFFER, VER.;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
400160;CEI DIRET;JOSE GOMES DE MORAES NETTO, VER.;IPIRANGA;CURSINO;35238600,0;1668105,0;VILA BRASILINA;DIR;CEI DIRET JOSE GOMES DE MORAES NETTO, VER.;CURSINO;13;IPIRANGA;Direta
400161;CEI DIRET;JOSE MOLINA JR., VER;CAPELA DO SOCORRO;CIDADE DUTRA;35239288,0;1675111,0;JARDIM ORIONE;DIR;CEI DIRET JOSE MOLINA JR., VER;CIDADE DUTRA;19;CAPELA DO SOCORRO;Direta
400162;CEI DIRET;JOSE OLIVEIRA ALMEIDA DINIZ, VER.;CAMPO LIMPO;CAPAO REDONDO;35238958,0;1672153,0;JARDIM SANDRA;DIR;CEI DIRET JOSE OLIVEIRA ALMEIDA DINIZ, VER.;CAPAO REDONDO;17;CAMPO LIMPO;Direta
400163;CEI DIRET;JOSE OZI, PROF.;BUTANTA;RIO PEQUENO;35238533,0;1679141,0;;DIR;CEI DIRET JOSE OZI, PROF.;RIO PEQUENO;10;BUTANTA;Direta
400164;CEI DIRET;JOSE SALVADOR JULIANELLI, DEP.;SANTO AMARO;CAMPO BELO;35238570,0;1673102,0;;DIR;CEI DIRET JOSE SALVADOR JULIANELLI, DEP.;CAMPO BELO;14;SANTO AMARO;Direta
400165;CEI DIRET;JUSCELINO KUBITSCHEK OLIVEIRA, PRES.;GUAIANASES;GUAIANASES;35237668,0;1678112,0;;DIR;CEI DIRET JUSCELINO KUBITSCHEK OLIVEIRA, PRES.;GUAIANASES;28;GUAIANASES;Direta
