CODESC;TIPOESC;NOMES;SUBPREF;DISTRITO;CODINEP;CD_CIE;NOME_ANT;REDE;NOMES_COMPLETO;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;DESC_REDE
91693;EMEI;ANTONIO RAPOSO TAVARES;LAPA;JAGUARA;35052176,0;1671166,0;;DIR;EMEI ANTONIO RAPOSO TAVARES;JAGUARA;8;LAPA;Direta
91707;EMEI;PEDRO DE TOLEDO;LAPA;JAGUARA;35052206,0;1671168,0;VILA JAGUARA - PI 68;DIR;EMEI PEDRO DE TOLEDO;JAGUARA;8;LAPA;Direta
91715;EMEI;CARMEN DA SILVA;PERUS;PERUS;35092587,0;1671197,0;;DIR;EMEI CARMEN DA SILVA;PERUS;1;PERUS;Direta
91723;EMEI;MANUEL BANDEIRA;FREGUESIA/BRASILANDIA;FREGUESIA DO O;35092605,0;1670138,0;JARDIM MONTE ALEGRE;DIR;EMEI MANUEL BANDEIRA;FREGUESIA DO O;3;FREGUESIA-BRASILANDIA;Direta
91731;EMEI;7 DE SETEMBRO;CASA VERDE/CACHOEIRINHA;LIMAO;35051688,0;1670160,0;;DIR;EMEI 7 DE SETEMBRO;LIMAO;4;CASA VERDE-CACHOEIRINHA;Direta
91740;EMEI;JOSE BONIFACIO DE ANDRADA E SILVA;SANTANA/TUCURUVI;SANTANA;35052243,0;1669154,0;ANHEMBI;DIR;EMEI JOSE BONIFACIO DE ANDRADA E SILVA;SANTANA;5;SANTANA-TUCURUVI;Direta
91758;EMEI;JOSE AUGUSTO CESAR, DR.;SANTANA/TUCURUVI;SANTANA;35052231,0;1669150,0;JOSE AUGUSTO CESAR,DOUTOR - PI 60;DIR;EMEI JOSE AUGUSTO CESAR, DR.;SANTANA;5;SANTANA-TUCURUVI;Direta
91766;EMEI;GINA DE MARTINO, DRA.;SANTANA/TUCURUVI;MANDAQUI;35052504,0;1669138,0;AGUA FRIA - PI 81;DIR;EMEI GINA DE MARTINO, DRA.;MANDAQUI;5;SANTANA-TUCURUVI;Direta
91774;EMEI;ENIO CORREA, PROF.;SANTANA/TUCURUVI;MANDAQUI;35087130,0;1669135,0;LAUZANE PAULISTA;DIR;EMEI ENIO CORREA, PROF.;MANDAQUI;5;SANTANA-TUCURUVI;Direta
91782;EMEI;EUDOXIA DE BARROS, PROFA.;JACANA/TREMEMBE;TREMEMBE;35084232,0;1669117,0;CASA DA PEDRA;DIR;EMEI EUDOXIA DE BARROS, PROFA.;TREMEMBE;6;JACANA-TREMEMBE;Direta
91791;EMEI;ARTHUR ETZEL;SANTANA/TUCURUVI;SANTANA;35052224,0;1669146,0;JARDIM SAO PAULO - PI 15;DIR;EMEI ARTHUR ETZEL;SANTANA;5;SANTANA-TUCURUVI;Direta
91804;EMEF;PAULO NOGUEIRA FILHO;CASA VERDE/CACHOEIRINHA;CASA VERDE;35053375,0;1670168,0;E.M.DE VILA BARUEL;DIR;EMEF PAULO NOGUEIRA FILHO;CASA VERDE;4;CASA VERDE-CACHOEIRINHA;Direta
91812;EMEBS;HELEN KELLER;SE;LIBERDADE;35079005,0;1668155,0;1. NUCLEO EDUCACIONAL PARA CRIANCAS SURDAS;DIR;EMEBS HELEN KELLER;LIBERDADE;9;SE;Direta
91821;EMEI;FEIJO, REG.;SE;CAMBUCI;35051697,0;1668150,0;LINS DE VASCONCELOS - PI 12;DIR;EMEI FEIJO, REG.;CAMBUCI;9;SE;Direta
91839;EMEI;ALBERTO DE OLIVEIRA;SE;CAMBUCI;35051998,0;1668147,0;VARZEA DO GLICERIO - PI 45;DIR;EMEI ALBERTO DE OLIVEIRA;CAMBUCI;9;SE;Direta
91847;EMEI;ANGELO MARTINO;SE;BELA VISTA;35051561,0;1668142,0;HUMAITA - PI 30;DIR;EMEI ANGELO MARTINO;BELA VISTA;9;SE;Direta
91855;EMEI;PATRICIA GALVAO;SE;CONSOLACAO;35051743,0;1668157,0;ROOSEVELT, PRACA;DIR;EMEI PATRICIA GALVAO;CONSOLACAO;9;SE;Direta
91863;EMEI;GABRIEL PRESTES;SE;CONSOLACAO;35051724,0;1668152,0;CONSOLACAO - PI 27;DIR;EMEI GABRIEL PRESTES;CONSOLACAO;9;SE;Direta
91871;EMEI;ARMANDO DE ARRUDA PEREIRA;SE;REPUBLICA;35051718,0;1668156,0;PRACA DA REPUBLICA - PI 13;DIR;EMEI ARMANDO DE ARRUDA PEREIRA;REPUBLICA;9;SE;Direta
91880;EMEI;JOAO THEODORO;SE;BOM RETIRO;35051664,0;1668146,0;JARDIM DA LUZ - PI;DIR;EMEI JOAO THEODORO;BOM RETIRO;9;SE;Direta
91898;EMEI;ALCEU MAYNARD DE ARAUJO, PROF.;SE;BOM RETIRO;35051597,0;1668144,0;BOM RETIRO - PI 19;DIR;EMEI ALCEU MAYNARD DE ARAUJO, PROF.;BOM RETIRO;9;SE;Direta
91901;EMEI;CASPER LIBERO;MOOCA;PARI;35052097,0;1674170,0;CANINDE - PI 39;DIR;EMEI CASPER LIBERO;PARI;25;MOOCA;Direta
91910;EMEI;DELFINO AZEVEDO;IPIRANGA;IPIRANGA;35051822,0;1668108,0;PRACA 1 DE OUTUBRO - CAMBUCI;DIR;EMEI DELFINO AZEVEDO;IPIRANGA;13;IPIRANGA;Direta
91928;EMEI;MILTON IMPROTA, PROF.;IPIRANGA;IPIRANGA;35051861,0;1668115,0;VILA SAO JOSE - EMEI 64;DIR;EMEI MILTON IMPROTA, PROF.;IPIRANGA;13;IPIRANGA;Direta
91936;EMEI;MANUEL SOARES NEIVA, CEL.;IPIRANGA;IPIRANGA;35051809,0;1668114,0;JARDIM COSMOPOLITA - EMEI 66;DIR;EMEI MANUEL SOARES NEIVA, CEL.;IPIRANGA;13;IPIRANGA;Direta
91944;EMEI;THEREZINHA BATISTA PETTAN, PROFA.;IPIRANGA;CURSINO;35087610,0;1668106,0;VILA GUMERCINDO;DIR;EMEI THEREZINHA BATISTA PETTAN, PROFA.;CURSINO;13;IPIRANGA;Direta
91952;EMEI;MONTESE;IPIRANGA;CURSINO;35052361,0;1668103,0;JARDIM DA SAUDE - PI 40;DIR;EMEI MONTESE;CURSINO;13;IPIRANGA;Direta
91961;EMEI;MARIO MARQUES E SERRA, PE.;IPIRANGA;SACOMA;35084396,0;1668132,0;JARDIM CLIMAX;DIR;EMEI MARIO MARQUES E SERRA, PE.;SACOMA;13;IPIRANGA;Direta
91979;CEU EMEI;ANTONIO FRANCISCO LISBOA;IPIRANGA;SACOMA;35051858,0;1668522,0;SAO JOAO CLIMACO - PI 69;DIR;CEU EMEI ANTONIO FRANCISCO LISBOA;SACOMA;13;IPIRANGA;Direta
91987;CEU EMEI;BENNO HUBERT STOLLENWERK, PE.;IPIRANGA;SACOMA;35087622,0;1668503,0;INOCOOP - IPIRANGA;DIR;CEU EMEI BENNO HUBERT STOLLENWERK, PE.;SACOMA;13;IPIRANGA;Direta
91995;EMEI;BATISTA CEPELOS;IPIRANGA;SACOMA;35051834,0;1668121,0;VILA HELIOPOLIS - PI 84;DIR;EMEI BATISTA CEPELOS;SACOMA;13;IPIRANGA;Direta
92002;EMEI;ISABEL, PRINC.;IPIRANGA;IPIRANGA;35051846,0;1668111,0;;DIR;EMEI ISABEL, PRINC.;IPIRANGA;13;IPIRANGA;Direta
92011;EMEI;PEDRO I, D.;IPIRANGA;IPIRANGA;35051810,0;1668116,0;IPIRANGA - PI 2;DIR;EMEI PEDRO I, D.;IPIRANGA;13;IPIRANGA;Direta
92029;EMEI;TAMANDARE, ALM;MOOCA;MOOCA;35052012,0;1674169,0;SAO RAFAEL - PI 16;DIR;EMEI TAMANDARE, ALM;MOOCA;25;MOOCA;Direta
92037;EMEI;MARCILIO DIAS;MOOCA;MOOCA;35052024,0;1674166,0;MOOCA - PI 43;DIR;EMEI MARCILIO DIAS;MOOCA;25;MOOCA;Direta
92045;EMEI;GUILHERME RUDGE;MOOCA;BELEM;35051573,0;1674162,0;;DIR;EMEI GUILHERME RUDGE;BELEM;25;MOOCA;Direta
92053;EMEI;ALUISIO DE AZEVEDO;MOOCA;AGUA RASA;35052723,0;1674152,0;VILA ORATORIO - PI 62;DIR;EMEI ALUISIO DE AZEVEDO;AGUA RASA;25;MOOCA;Direta
92061;EMEI;CORNELIO PIRES;MOOCA;AGUA RASA;35085510,0;1674154,0;VILA DIVA;DIR;EMEI CORNELIO PIRES;AGUA RASA;25;MOOCA;Direta
92070;EMEI;MARIO ALVES DE CARVALHO, DR.;MOOCA;AGUA RASA;35052036,0;1674158,0;;DIR;EMEI MARIO ALVES DE CARVALHO, DR.;AGUA RASA;25;MOOCA;Direta
92088;EMEI;FRANCISCO ROQUETTI;ARICANDUVA/FORMOSA/CARRAO;VILA FORMOSA;35052449,0;1676180,0;VILA FORMOSA NOVO;DIR;EMEI FRANCISCO ROQUETTI;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
92096;EMEI;JOAO ORTALE, PROF.;ARICANDUVA/FORMOSA/CARRAO;VILA FORMOSA;35052553,0;1676182,0;VILA FORMOSA - PI 73;DIR;EMEI JOAO ORTALE, PROF.;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
92100;EMEI;ALBERTO MESQUITA DE CAMARGO, PROF.;ARICANDUVA/FORMOSA/CARRAO;CARRAO;35052486,0;1676175,0;VILA SANTA ISABEL - PI 70;DIR;EMEI ALBERTO MESQUITA DE CAMARGO, PROF.;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Direta
92118;EMEI;NEYL GOMEZ MARTIN, PROFA.;ARICANDUVA/FORMOSA/CARRAO;ARICANDUVA;35085534,0;1676166,0;JARDIM IVA;DIR;EMEI NEYL GOMEZ MARTIN, PROFA.;ARICANDUVA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
92126;EMEI;JOSE VICENTE DA CUNHA, PROF.;SAO MATEUS;SAO MATEUS;35085546,0;1680138,0;JARDIM IV CENTENARIO;DIR;EMEI JOSE VICENTE DA CUNHA, PROF.;SAO MATEUS;30;SAO MATEUS;Direta
92134;EMEI;OLANDYA PERES RIBEIRO, PROFA.;ARICANDUVA/FORMOSA/CARRAO;ARICANDUVA;35084268,0;1676169,0;PARQUE MARIA LUIZA;DIR;EMEI OLANDYA PERES RIBEIRO, PROFA.;ARICANDUVA;26;ARICANDUVA-FORMOSA-CARRAO;Direta
92142;EMEI;SUZANA EVANGELINA FELIPPE, PROFA.;ARICANDUVA/FORMOSA/CARRAO;CARRAO;35052462,0;1676179,0;VILA NOVA MANCHESTER - PI 38;DIR;EMEI SUZANA EVANGELINA FELIPPE, PROFA.;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Direta
92151;EMEI;ELDY POLI BIFONE, PROFA.;MOOCA;BELEM;35051585,0;1674160,0;CATUMBI - PI 6;DIR;EMEI ELDY POLI BIFONE, PROFA.;BELEM;25;MOOCA;Direta
92169;EMEI;ANCHIETA, PE.;VILA MARIA/VILA GUILHERME;VILA GUILHERME;35052565,0;1669161,0;VILA GUILHERME - PI 20;DIR;EMEI ANCHIETA, PE.;VILA GUILHERME;7;VILA MARIA-VILA GUILHERME;Direta
92177;EMEI;LOURENCO FILHO, PROF.;VILA MARIA/VILA GUILHERME;VILA MARIA;35052620,0;1669183,0;;DIR;EMEI LOURENCO FILHO, PROF.;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
92185;EMEI;ANA NERI;VILA MARIA/VILA GUILHERME;VILA MARIA;35052590,0;1669166,0;;DIR;EMEI ANA NERI;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
92193;EMEI;YUKIO OZAKI, PROF.;VILA MARIA/VILA GUILHERME;VILA MARIA;35052619,0;1669186,0;JARDIM JAPAO - PI 71;DIR;EMEI YUKIO OZAKI, PROF.;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
92207;EMEI;CARLOS GOMES;VILA MARIA/VILA GUILHERME;VILA MARIA;35052607,0;1669169,0;JARDIM JAPAO NOVO - PI 107;DIR;EMEI CARLOS GOMES;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
92215;EMEI;EDUARDO CARLOS PEREIRA;VILA MARIA/VILA GUILHERME;VILA MARIA;35052589,0;1669175,0;ALTO DE VILA MARIA;DIR;EMEI EDUARDO CARLOS PEREIRA;VILA MARIA;7;VILA MARIA-VILA GUILHERME;Direta
92223;EMEI;MARIA ISABEL PACHECO DE ALMEIDA RIBEIRO;VILA MARIA/VILA GUILHERME;VILA MEDEIROS;35052541,0;1669198,0;VILA SABRINA - PI 104;DIR;EMEI MARIA ISABEL PACHECO DE ALMEIDA RIBEIRO;VILA MEDEIROS;7;VILA MARIA-VILA GUILHERME;Direta
92231;EMEI;CIDADE FERNAO DIAS;VILA MARIA/VILA GUILHERME;VILA MEDEIROS;35085509,0;1669187,0;;DIR;EMEI CIDADE FERNAO DIAS;VILA MEDEIROS;7;VILA MARIA-VILA GUILHERME;Direta
92240;EMEI;EDU CHAVES, AVIADOR;JACANA/TREMEMBE;JACANA;35052498,0;1669104,0;;DIR;EMEI EDU CHAVES, AVIADOR;JACANA;6;JACANA-TREMEMBE;Direta
92258;EMEI;OTTILIA DE JESUS PIRES, PROFA.;JACANA/TREMEMBE;JACANA;35052516,0;1669111,0;JACANA - PI 103;DIR;EMEI OTTILIA DE JESUS PIRES, PROFA.;JACANA;6;JACANA-TREMEMBE;Direta
92266;EMEI;TAUFIK DAUD KURBAN, PROF.;JACANA/TREMEMBE;TREMEMBE;35052536,0;1669126,0;VILA MAZZEI - PI 67;DIR;EMEI TAUFIK DAUD KURBAN, PROF.;TREMEMBE;6;JACANA-TREMEMBE;Direta
92274;EMEI;ITALO BETTARELLO, PROF.;VILA MARIA/VILA GUILHERME;VILA MEDEIROS;35052528,0;1669191,0;VILA GUSTAVO - PI 85;DIR;EMEI ITALO BETTARELLO, PROF.;VILA MEDEIROS;7;VILA MARIA-VILA GUILHERME;Direta
92282;EMEI;LAURA FUNFAS LE SUEUR, PROFA.;VILA MARIA/VILA GUILHERME;VILA MEDEIROS;35084244,0;1669194,0;VILA GUSTAVO;DIR;EMEI LAURA FUNFAS LE SUEUR, PROFA.;VILA MEDEIROS;7;VILA MARIA-VILA GUILHERME;Direta
92291;EMEI;FLAVIO IMPERIO;JACANA/TREMEMBE;JACANA;35092617,0;1669107,0;VILA NILO;DIR;EMEI FLAVIO IMPERIO;JACANA;6;JACANA-TREMEMBE;Direta
92304;EMEI;MACHADO DE ASSIS;JABAQUARA;JABAQUARA;35051895,0;1673168,0;;DIR;EMEI MACHADO DE ASSIS;JABAQUARA;15;JABAQUARA;Direta
92312;EMEI;CASIMIRO DE ABREU;JABAQUARA;JABAQUARA;35080998,0;1673154,0;;DIR;EMEI CASIMIRO DE ABREU;JABAQUARA;15;JABAQUARA;Direta
92321;EMEI;LEONOR MENDES DE BARROS, DA.;JABAQUARA;JABAQUARA;35051871,0;1673163,0;CIDADE VARGAS PI- 11;DIR;EMEI LEONOR MENDES DE BARROS, DA.;JABAQUARA;15;JABAQUARA;Direta
92339;EMEI;NEUSA MARIA ROSSI;JABAQUARA;JABAQUARA;35051901,0;1673169,0;VILA GUARANI - PI 61;DIR;EMEI NEUSA MARIA ROSSI;JABAQUARA;15;JABAQUARA;Direta
92347;EMEI;LAUDO FERREIRA DE CAMARGO;JABAQUARA;JABAQUARA;35084384,0;1673160,0;CONJUNTO HABITACIONAL CASTELO BRANCO;DIR;EMEI LAUDO FERREIRA DE CAMARGO;JABAQUARA;15;JABAQUARA;Direta
92355;EMEI;LOURDES HEREDIA MELLO, PROFA.;JABAQUARA;JABAQUARA;35051883,0;1673166,0;JARDIM NIAGARA - PI 57;DIR;EMEI LOURDES HEREDIA MELLO, PROFA.;JABAQUARA;15;JABAQUARA;Direta
92363;EMEI;LUCY GARCIA SALGADO, PROFA.;VILA MARIANA;MOEMA;35051780,0;1668164,0;COLOMBO - PI 49;DIR;EMEI LUCY GARCIA SALGADO, PROFA.;MOEMA;12;VILA MARIANA;Direta
92371;EMEI;IGNACIO HENRIQUE ROMEIRO, PROF.;VILA MARIANA;MOEMA;35051792,0;1668163,0;VILA HELENA - PI 50;DIR;EMEI IGNACIO HENRIQUE ROMEIRO, PROF.;MOEMA;12;VILA MARIANA;Direta
92380;EMEI;ANITA COSTA, DA.;VILA MARIANA;MOEMA;35051779,0;1668160,0;;DIR;EMEI ANITA COSTA, DA.;MOEMA;12;VILA MARIANA;Direta
92398;EMEI;SAO PAULO;VILA MARIANA;VILA MARIANA;35052644,0;1668172,0;SAO PAULO - PI 31;DIR;EMEI SAO PAULO;VILA MARIANA;12;VILA MARIANA;Direta
92401;EMEI;HEITOR VILLA LOBOS;VILA MARIANA;MOEMA;35051755,0;1668162,0;IBIRAPUERA - PI 17;DIR;EMEI HEITOR VILLA LOBOS;MOEMA;12;VILA MARIANA;Direta
92410;EMEI;ANA ROSA DE ARAUJO, DA;VILA MARIANA;VILA MARIANA;35052632,0;1668168,0;;DIR;EMEI ANA ROSA DE ARAUJO, DA;VILA MARIANA;12;VILA MARIANA;Direta
92428;EMEI;OSWALDO CRUZ;VILA MARIANA;VILA MARIANA;35052383,0;1668170,0;VILA DOS BANCARIOS - PI 47;DIR;EMEI OSWALDO CRUZ;VILA MARIANA;12;VILA MARIANA;Direta
92436;EMEI;PAULO ALVES, TTE.;VILA MARIANA;SAUDE;35052371,0;1668165,0;CHACARA INGLESA - PI 54;DIR;EMEI PAULO ALVES, TTE.;SAUDE;12;VILA MARIANA;Direta
92444;EMEI;ALEXANDRE CORREIA, PROF.;CIDADE ADEMAR;CIDADE ADEMAR;35091443,0;1673123,0;JARDIM MIRIAM;DIR;EMEI ALEXANDRE CORREIA, PROF.;CIDADE ADEMAR;16;CIDADE ADEMAR;Direta
92452;EMEI;QUINTA DAS PAINEIRAS;VILA PRUDENTE;VILA PRUDENTE;35052673,0;1668194,0;QUINTA DAS PAINEIRAS - PI 58;DIR;EMEI QUINTA DAS PAINEIRAS;VILA PRUDENTE;29;VILA PRUDENTE;Direta
92461;EMEI;AFONSO CELSO;VILA PRUDENTE;VILA PRUDENTE;35082326,0;1668189,0;VILA ALPINA,EMEI - PI 80;DIR;EMEI AFONSO CELSO;VILA PRUDENTE;29;VILA PRUDENTE;Direta
92479;EMEI;ZENAIDE GRANDINI, PROFA.;VILA PRUDENTE;VILA PRUDENTE;35052711,0;1668196,0;VILA CALIFORNIA - PI 75;DIR;EMEI ZENAIDE GRANDINI, PROFA.;VILA PRUDENTE;29;VILA PRUDENTE;Direta
92487;EMEI;SEBASTIAO SANCHES MARTINES, PROF;VILA PRUDENTE;SAO LUCAS;35052693,0;1668184,0;PARQUE SAO LUCAS - PI 87;DIR;EMEI SEBASTIAO SANCHES MARTINES, PROF;SAO LUCAS;29;VILA PRUDENTE;Direta
92495;EMEI;JOSE VERISSIMO;VILA PRUDENTE;SAO LUCAS;35052681,0;1668182,0;;DIR;EMEI JOSE VERISSIMO;SAO LUCAS;29;VILA PRUDENTE;Direta
92509;EMEI;BRENNO FERRAZ DO AMARAL;VILA PRUDENTE;SAO LUCAS;35084256,0;1668177,0;JARDIM GUAIRACAS;DIR;EMEI BRENNO FERRAZ DO AMARAL;SAO LUCAS;29;VILA PRUDENTE;Direta
92517;EMEI;ORIGENES LESSA;SAPOPEMBA;SAPOPEMBA;35085522,0;1680202,0;JARDIM PRIMAVERA;DIR;EMEI ORIGENES LESSA;SAPOPEMBA;32;SAPOPEMBA;Direta
92525;EMEI;BENJAMIN CONSTANT;SAPOPEMBA;SAPOPEMBA;35052668,0;1680171,0;;DIR;EMEI BENJAMIN CONSTANT;SAPOPEMBA;32;SAPOPEMBA;Direta
92533;EMEI;JOSE CLEMENTE PEREIRA;SAPOPEMBA;SAPOPEMBA;35081024,0;1680196,0;JARDIM MARIA THEREZINHA;DIR;EMEI JOSE CLEMENTE PEREIRA;SAPOPEMBA;32;SAPOPEMBA;Direta
92541;EMEI;VICENTE DE CARVALHO;SAPOPEMBA;SAPOPEMBA;35052899,0;1680206,0;;DIR;EMEI VICENTE DE CARVALHO;SAPOPEMBA;32;SAPOPEMBA;Direta
92550;EMEI;ATAULFO ALVES;SAO MATEUS;SAO MATEUS;35084311,0;1680120,0;JARDIM SANTA ADELIA;DIR;EMEI ATAULFO ALVES;SAO MATEUS;30;SAO MATEUS;Direta
92568;EMEI;MARIO DE ANDRADE;SAO MATEUS;SAO RAFAEL;35052851,0;1680158,0;;DIR;EMEI MARIO DE ANDRADE;SAO RAFAEL;30;SAO MATEUS;Direta
92576;EMEI;VITAL BRAZIL, DR.;SAO MATEUS;SAO RAFAEL;35052826,0;1680162,0;;DIR;EMEI VITAL BRAZIL, DR.;SAO RAFAEL;30;SAO MATEUS;Direta
92584;EMEI;ANTONIA DE OLIVEIRA MOTA DE ARAUJO, PROFA.;SAO MATEUS;SAO RAFAEL;35090736,0;1680141,0;ADUTORA DO RIO CLARO;DIR;EMEI ANTONIA DE OLIVEIRA MOTA DE ARAUJO, PROFA.;SAO RAFAEL;30;SAO MATEUS;Direta
92592;EMEI;MANOEL FIEL FILHO;SAO MATEUS;SAO RAFAEL;35085571,0;1680152,0;PARQUE SAO RAFAEL;DIR;EMEI MANOEL FIEL FILHO;SAO RAFAEL;30;SAO MATEUS;Direta
92606;EMEI;ADEVALDO DE MORAES;SAPOPEMBA;SAPOPEMBA;35090633,0;1680163,0;CONJ. PROMORAR SAPOPEMBA;DIR;EMEI ADEVALDO DE MORAES;SAPOPEMBA;32;SAPOPEMBA;Direta
92614;EMEI;CARLOS HUMBERTO VOLPON, PROF.;SAPOPEMBA;SAPOPEMBA;35091364,0;1680174,0;COHAB MASCARENHAS DE MORAES;DIR;EMEI CARLOS HUMBERTO VOLPON, PROF.;SAPOPEMBA;32;SAPOPEMBA;Direta
92622;EMEF;ARLINDO CAETANO FILHO, PROF.;SAPOPEMBA;SAPOPEMBA;35087142,0;1680164,0;PARQUE MADALENA;DIR;EMEF ARLINDO CAETANO FILHO, PROF.;SAPOPEMBA;32;SAPOPEMBA;Direta
92631;EMEI;CLOVIS BEVILACQUA;SAPOPEMBA;SAPOPEMBA;35054948,0;1680182,0;;DIR;EMEI CLOVIS BEVILACQUA;SAPOPEMBA;32;SAPOPEMBA;Direta
92649;EMEI;CHIQUINHA GONZAGA;SAPOPEMBA;SAPOPEMBA;35092927,0;1680179,0;;DIR;EMEI CHIQUINHA GONZAGA;SAPOPEMBA;32;SAPOPEMBA;Direta
92657;EMEI;NINI DUARTE;SAPOPEMBA;SAPOPEMBA;35092939,0;1680200,0;;DIR;EMEI NINI DUARTE;SAPOPEMBA;32;SAPOPEMBA;Direta
92665;EMEI;CARMEM MIRANDA;SAO MATEUS;SAO RAFAEL;35092685,0;1680144,0;JARDIM SANTO ANDRE;DIR;EMEI CARMEM MIRANDA;SAO RAFAEL;30;SAO MATEUS;Direta
92673;EMEI;JOSE MAURO DE VASCONCELOS;SAO MATEUS;SAO MATEUS;35092629,0;1680136,0;JARDIM TIETE;DIR;EMEI JOSE MAURO DE VASCONCELOS;SAO MATEUS;30;SAO MATEUS;Direta
92681;EMEF;JOSE DE ALCANTARA MACHADO FILHO;BUTANTA;MORUMBI;35053995,0;1679108,0;ESCOLA MASCULINA MUNICIPAL REAL PQ MORUMBI;DIR;EMEF JOSE DE ALCANTARA MACHADO FILHO;MORUMBI;10;BUTANTA;Direta
92690;EMEF;AMORIM LIMA, DES.;BUTANTA;BUTANTA;35053144,0;1679101,0;ESCOLAS AGRUPADAS DE VILA INDIANA;DIR;EMEF AMORIM LIMA, DES.;BUTANTA;10;BUTANTA;Direta
92703;EMEF;THEODOMIRO DIAS, DES.;BUTANTA;VILA SONIA;35053168,0;1679162,0;ESCOLA MISTA DE VILA SONIA;DIR;EMEF THEODOMIRO DIAS, DES.;VILA SONIA;10;BUTANTA;Direta
92711;EMEF;DEODORO DA FONSECA, MAL.;BUTANTA;BUTANTA;35053235,0;1679104,0;3,4,E 5 ESCOLAS MISTAS DO CAXINGUI;DIR;EMEF DEODORO DA FONSECA, MAL.;BUTANTA;10;BUTANTA;Direta
92720;EMEF;ARTHUR WHITAKER, DES.;BUTANTA;VILA SONIA;35053156,0;1679157,0;VILA SONIA II;DIR;EMEF ARTHUR WHITAKER, DES.;VILA SONIA;10;BUTANTA;Direta
92738;EMEF;TARSILA DO AMARAL;BUTANTA;VILA SONIA;35053272,0;1679159,0;E.M. DO JARDIM CELESTE;DIR;EMEF TARSILA DO AMARAL;VILA SONIA;10;BUTANTA;Direta
92746;EMEF;ALIPIO ANDRADA SERPA, TTE.;BUTANTA;RAPOSO TAVARES;35053284,0;1679113,0;;DIR;EMEF ALIPIO ANDRADA SERPA, TTE.;RAPOSO TAVARES;10;BUTANTA;Direta
92754;EMEF;ALCIDES GONCALVES ETCHEGOYEN, GEN.;BUTANTA;RAPOSO TAVARES;35053173,0;1679110,0;ARPOADOR;DIR;EMEF ALCIDES GONCALVES ETCHEGOYEN, GEN.;RAPOSO TAVARES;10;BUTANTA;Direta
92762;EMEF;JOAO XXIII;BUTANTA;RAPOSO TAVARES;35053211,0;1679127,0;;DIR;EMEF JOAO XXIII;RAPOSO TAVARES;10;BUTANTA;Direta
92771;EMEF;SOLANO TRINDADE;BUTANTA;RAPOSO TAVARES;35083963,0;1679130,0;JARDIM BOA VISTA;DIR;EMEF SOLANO TRINDADE;RAPOSO TAVARES;10;BUTANTA;Direta
92789;EMEF;LUIZ EDUARDO MATARAZZO, CDE.;BUTANTA;RIO PEQUENO;35053259,0;1679146,0;PARQUE DOS PRINCIPES;DIR;EMEF LUIZ EDUARDO MATARAZZO, CDE.;RIO PEQUENO;10;BUTANTA;Direta
92797;EMEF;JULIO MESQUITA;BUTANTA;BUTANTA;35053223,0;1679106,0;1. ESCOLA MISTA DO JARDIM BONFIGLIOLI;DIR;EMEF JULIO MESQUITA;BUTANTA;10;BUTANTA;Direta
92801;EMEF;IBRAHIM NOBRE;BUTANTA;RIO PEQUENO;35053200,0;1679143,0;;DIR;EMEF IBRAHIM NOBRE;RIO PEQUENO;10;BUTANTA;Direta
92819;EMEF;BRASIL-JAPAO;BUTANTA;RIO PEQUENO;35053132,0;1679137,0;ESCOLAS AGRUPADAS DO RIO PEQUENO;DIR;EMEF BRASIL-JAPAO;RIO PEQUENO;10;BUTANTA;Direta
92827;EMEF;ALVARO SILVA BRAGA, GEN.;BUTANTA;RIO PEQUENO;35053181,0;1679134,0;VILA DALVA;DIR;EMEF ALVARO SILVA BRAGA, GEN.;RIO PEQUENO;10;BUTANTA;Direta
92835;EMEF;ESPIRIDIAO ROSAS, MAL.;LAPA;JAGUARE;35053247,0;1671170,0;ESCOLAS REUNIDAS DO JAGUARE;DIR;EMEF ESPIRIDIAO ROSAS, MAL.;JAGUARE;8;LAPA;Direta
92843;EMEF;ROBERTO MANGE, PROF.;BUTANTA;RIO PEQUENO;35053260,0;1679151,0;E.M. JARDIM ESTHER;DIR;EMEF ROBERTO MANGE, PROF.;RIO PEQUENO;10;BUTANTA;Direta
92851;EMEF;EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.;BUTANTA;RIO PEQUENO;35053193,0;1679140,0;;DIR;EMEF EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.;RIO PEQUENO;10;BUTANTA;Direta
92860;EMEF;MARIO MOURA E ALBUQUERQUE, BEL.;M'BOI MIRIM;JARDIM SAO LUIS;35053797,0;1672226,0;ESCOLA MISTA DE VILA TUPAROQUERA;DIR;EMEF MARIO MOURA E ALBUQUERQUE, BEL.;JARDIM SAO LUIS;18;M BOI MIRIM;Direta
