CODEOL;TIPO;UNIDADE;DIRETORIA;DISTRITO;NIVEL;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
19276;CEU EMEF;TRES LAGOS;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19277;CEU EMEF;VILA ATLANTICA;PIRITUBA;SAO DOMINGOS;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO DOMINGOS;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19278;CEU EMEF;VILA CURUCA;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19279;CEU EMEI;ALVARENGA;SANTO AMARO;PEDREIRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PEDREIRA;16;CIDADE ADEMAR;Educação Especial|CIDADE ADEMAR
19280;CEU EMEI;ARICANDUVA;ITAQUERA;CIDADE LIDER;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE LIDER;27;ITAQUERA;Educação Especial|ITAQUERA
19281;CEU EMEI;BUTANTA;BUTANTA;RIO PEQUENO;EDUCAÇÃO ESPECIAL;0;Educação Especial;RIO PEQUENO;10;BUTANTA;Educação Especial|BUTANTA
19283;EMEF;JOSE BLOTA JUNIOR, DEP.;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19284;CEU EMEI;INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19285;CEU EMEI;THERESINHA SQUINCA DA SILVA, PROFA;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19287;CEU EMEI;NAVEGANTES;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19289;CEU EMEI;ANTON MAKARENKO;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19290;CEU EMEI;PERA MARMELO;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19291;EMEF;VARGEM GRANDE;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19293;CEU EMEI;SAO MATEUS;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19295;CEU EMEI;TRES LAGOS;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19296;CEU EMEI;VILA ATLANTICA;PIRITUBA;SAO DOMINGOS;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO DOMINGOS;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19297;CEU EMEI;APPARECIDO DOMINGUES, PROF.;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19299;CEU EMEI;ROSA DA CHINA;SAO MATEUS;SAPOPEMBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAPOPEMBA;32;SAPOPEMBA;Educação Especial|SAPOPEMBA
19300;EMEI;JOSE LA TORRE, PROF.;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19301;EMEI;MARIA APARECIDA LARA COIADO, PROFA;GUAIANASES;GUAIANASES;EDUCAÇÃO ESPECIAL;0;Educação Especial;GUAIANASES;28;GUAIANASES;Educação Especial|GUAIANASES
19302;CEU EMEI;CASA BLANCA;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19303;CEU EMEF;CASA BLANCA;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19304;CEU EMEI;PAZ;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19305;EMEF;JOAO DA SILVA;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19307;CEU EMEI;LUIZA HELENA FERREIRA, PROFA;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19308;CEU EMEF;HERMES FERREIRA DE SOUZA;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19309;EMEI;FERNANDO SABINO;PENHA;CANGAIBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CANGAIBA;21;PENHA;Educação Especial|PENHA
19310;CEU CEI;SILVANA APARECIDA TOBIAS, PROFA.;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19311;EMEI;JARDIM IMPERADOR;SAO MATEUS;SAO MATEUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO MATEUS;30;SAO MATEUS;Educação Especial|SAO MATEUS
19312;EMEI;JARDIM DA CONQUISTA;PIRITUBA;PERUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PERUS;01;PERUS;Educação Especial|PERUS
19313;CEU EMEF;MANOEL VIEIRA DE QUEIROZ FILHO;CAPELA DO SOCORRO;PARELHEIROS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PARELHEIROS;20;PARELHEIROS;Educação Especial|PARELHEIROS
19314;EMEF;PHILO GONCALVES DOS SANTOS, PROFA;PIRITUBA;PERUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PERUS;01;PERUS;Educação Especial|PERUS
19315;CEU EMEI;EDNA ALVES DE SOUSA PROFA;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19316;EMEI;CELIA RIBEIRO LANDIM, PROFA;SAO MIGUEL;JARDIM HELENA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM HELENA;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19318;EMEI;EDI GREENFIELD, PROFA.;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19319;EMEI;FATIMA REGINA DA CRUZ SABINO CALACA, PROFA;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
19320;EMEI;JARDIM DA CONQUISTA II;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19321;EMEF;LOURIVAL BRANDAO DOS SANTOS;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19322;EMEF;CITY JARAGUA IV;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19323;EMEI;ODILEA BOTTA DE MATTOS, PROFA;CAPELA DO SOCORRO;CIDADE DUTRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19324;EMEI;JARDIM NOVO SANTO AMARO - ALICE ALVES MARTINS;CAMPO LIMPO;JARDIM SAO LUIS;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19325;EMEI;MANOEL DE ALVARENGA FREIRE JUNIOR PROF;SAO MATEUS;SAO RAFAEL;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO RAFAEL;30;SAO MATEUS;Educação Especial|SAO MATEUS
19326;EMEI;JAGUARE;PIRITUBA;JAGUARE;EDUCAÇÃO ESPECIAL;0;Educação Especial;JAGUARE;08;LAPA;Educação Especial|LAPA
19327;EMEI;RIO PEQUENO I;BUTANTA;RIO PEQUENO;EDUCAÇÃO ESPECIAL;0;Educação Especial;RIO PEQUENO;10;BUTANTA;Educação Especial|BUTANTA
19328;CEU EMEI;IRENE MANKE MARQUES, PROFA.;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19330;CEU EMEI;JORGE AMADO;PIRITUBA;PERUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PERUS;01;PERUS;Educação Especial|PERUS
19331;CEU EMEI;MARIA APARECIDA COELHO ALVES TEIXEIRA, PROFA.;CAPELA DO SOCORRO;CIDADE DUTRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19332;CEU EMEI;JACANA;JACANA/TREMEMBE;JACANA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JACANA;06;JACANA-TREMEMBE;Educação Especial|JACANA-TREMEMBE
19333;CEU EMEF;NAZARE NERI LIMA, PROFA;GUAIANASES;CIDADE TIRADENTES;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Especial|CIDADE TIRADENTES
19335;CEU EMEF;FEITICO DA VILA;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19336;CEU EMEF;VILA RUBI;CAPELA DO SOCORRO;CIDADE DUTRA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19337;CEU EMEF;JACANA;JACANA/TREMEMBE;JACANA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JACANA;06;JACANA-TREMEMBE;Educação Especial|JACANA-TREMEMBE
19338;CEU EMEI;FEITICO DA VILA;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19339;EMEI;CIDADE A E CARVALHO;ITAQUERA;ITAQUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAQUERA;27;ITAQUERA;Educação Especial|ITAQUERA
19340;EMEI;ROBERTO BURLE MARX;BUTANTA;VILA ANDRADE;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA ANDRADE;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19341;EMEF;JARDIM GUARANI - JOSE ALFREDO APOLINARIO, PROF.;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19342;EMEI;LEILA MARIA FONTELES FARIAS, PROFA;PENHA;ERMELINO MATARAZZO;EDUCAÇÃO ESPECIAL;0;Educação Especial;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Educação Especial|ERMELINO MATARAZZO
19344;EMEI;ELIZA MARA TORRES, PROFA;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19345;EMEI;ESTRADA TURISTICA DO JARAGUA;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19346;EMEI;NAJLA CURI IZAR;ITAQUERA;JOSE BONIFACIO;EDUCAÇÃO ESPECIAL;0;Educação Especial;JOSE BONIFACIO;27;ITAQUERA;Educação Especial|ITAQUERA
19347;EMEF;JARDIM DA CONQUISTA;PIRITUBA;PERUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PERUS;01;PERUS;Educação Especial|PERUS
19348;EMEF;GIANFRANCESCO GUARNIERI;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19349;EMEF;JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19350;EMEF;JOSE HERMINIO RODRIGUES, CEL. PM;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19351;EMEF;MARILI DIAS, PROFA;PIRITUBA;ANHANGUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ANHANGUERA;01;PERUS;Educação Especial|PERUS
19352;CEU EMEI;GUARAPIRANGA;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19353;CEU EMEI;CANTOS DO AMANHECER;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19354;CEU EMEI;VILA DO SOL;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19355;CEU EMEI;JARDIM PAULISTANO;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19357;CEU EMEI;BRAZ JAIME ROMANO;PENHA;CANGAIBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CANGAIBA;21;PENHA;Educação Especial|PENHA
19358;CEU EMEI;ERIKA DE SOUZA BRITO MATOS, PROFA.;SAO MATEUS;SAPOPEMBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAPOPEMBA;32;SAPOPEMBA;Educação Especial|SAPOPEMBA
19359;CEU EMEI;TRES PONTES;SAO MIGUEL;JARDIM HELENA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM HELENA;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19360;CEU EMEF;MARIO FITTIPALDI;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19361;CEU EMEF;CANTOS DO AMANHECER;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19362;CEU EMEF;VILA DO SOL;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19363;CEU EMEF;JARDIM PAULISTANO;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19364;CEU EMEI;ROQUE SPENCER MACIEL DE BARROS, PROF.;SAO MATEUS;SAO RAFAEL;EDUCAÇÃO ESPECIAL;4;Educação Especial;SAO RAFAEL;30;SAO MATEUS;Educação Especial|SAO MATEUS
19365;CEU EMEF;ROSANGELA RODRIGUES VIEIRA, PROFA.;PENHA;CANGAIBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CANGAIBA;21;PENHA;Educação Especial|PENHA
19366;CEU EMEF;TATIANA BELINKY;SAO MATEUS;SAPOPEMBA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAPOPEMBA;32;SAPOPEMBA;Educação Especial|SAPOPEMBA
19367;CEU EMEF;TRES PONTES;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19369;CEU EMEF;LAJEADO;GUAIANASES;LAJEADO;EDUCAÇÃO ESPECIAL;0;Educação Especial;LAJEADO;28;GUAIANASES;Educação Especial|GUAIANASES
19370;EMEF;JARDIM MITSUTANI I - PAULO PATARRA, JORNALISTA;CAMPO LIMPO;CAMPO LIMPO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CAMPO LIMPO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19371;CEU EMEI;CAMINHO DO MAR;SANTO AMARO;JABAQUARA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JABAQUARA;15;JABAQUARA;Educação Especial|JABAQUARA
19372;EMEF;CHACARA SONHO AZUL;CAMPO LIMPO;JARDIM ANGELA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM ANGELA;18;M BOI MIRIM;Educação Especial|M BOI MIRIM
19373;CEU EMEF;JOSE REZENDE, PROF.;SANTO AMARO;JABAQUARA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JABAQUARA;15;JABAQUARA;Educação Especial|JABAQUARA
19374;CEU EMEI;LOREANE LALLO, PROFA;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;2;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19375;CEU EMEI;PARAISOPOLIS;BUTANTA;VILA ANDRADE;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA ANDRADE;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19376;CEU EMEI;LUCIANA AZEVEDO POMPERMAYER, PROFA.;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
19377;CEU EMEI;FORMOSA;ITAQUERA;VILA FORMOSA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Educação Especial|ARICANDUVA-FORMOSA-CARRAO
19378;CEU EMEI;UIRAPURU;BUTANTA;RAPOSO TAVARES;EDUCAÇÃO ESPECIAL;0;Educação Especial;RAPOSO TAVARES;10;BUTANTA;Educação Especial|BUTANTA
19380;CEU EMEI;PARQUE ANHANGUERA;PIRITUBA;ANHANGUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ANHANGUERA;01;PERUS;Educação Especial|PERUS
19381;EMEI;EDALZIR SAMPAIO LIPORONI, PROFA.;JACANA/TREMEMBE;VILA MARIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Educação Especial|VILA MARIA-VILA GUILHERME
19382;CEU EMEI;ALTO ALEGRE;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19383;CEU EMEF;JOSE SARAMAGO;CAMPO LIMPO;CAPAO REDONDO;EDUCAÇÃO ESPECIAL;9;Educação Especial;CAPAO REDONDO;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19384;CEU EMEF;PARAISOPOLIS;BUTANTA;VILA ANDRADE;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA ANDRADE;17;CAMPO LIMPO;Educação Especial|CAMPO LIMPO
19385;CEU EMEF;MARA CRISTINA TARTAGLIA SENA, PROFA.;IPIRANGA;SACOMA;EDUCAÇÃO ESPECIAL;0;Educação Especial;SACOMA;13;IPIRANGA;Educação Especial|IPIRANGA
19386;CEU EMEF;MARIA APARECIDA DE SOUZA CAMPOS, PROFA;ITAQUERA;VILA FORMOSA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Educação Especial|ARICANDUVA-FORMOSA-CARRAO
19388;CEU EMEF;ANTONIO CARLOS ROCHA, PROF.;PENHA;PENHA;EDUCAÇÃO ESPECIAL;0;Educação Especial;PENHA;21;PENHA;Educação Especial|PENHA
19389;CEU EMEF;VALTER PAULINO ESTEVAM, PROF. DR.;PIRITUBA;ANHANGUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ANHANGUERA;01;PERUS;Educação Especial|PERUS
19390;CEU EMEF;JAGUARE;PIRITUBA;JAGUARE;EDUCAÇÃO ESPECIAL;0;Educação Especial;JAGUARE;08;LAPA;Educação Especial|LAPA
19391;CEU EMEF;ALTO ALEGRE;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19392;CEU EMEI;JAGUARE;PIRITUBA;JAGUARE;EDUCAÇÃO ESPECIAL;0;Educação Especial;JAGUARE;08;LAPA;Educação Especial|LAPA
19393;EMEI;BERNARDINO PIMENTEL MENDES, DR;FREGUESIA/BRASILANDIA;BRASILANDIA;EDUCAÇÃO ESPECIAL;0;Educação Especial;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19394;EMEF;CAIRA ALAYDE ALVARENGA MEDEA, PROFA;FREGUESIA/BRASILANDIA;FREGUESIA DO O;EDUCAÇÃO ESPECIAL;0;Educação Especial;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Especial|FREGUESIA-BRASILANDIA
19395;EMEF;NEIR AUGUSTO LOPES, PROF;FREGUESIA/BRASILANDIA;CACHOEIRINHA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Especial|CASA VERDE-CACHOEIRINHA
19396;EMEF;SERAFIN MARTINEZ GUTIERREZ, PE.;PENHA;ARTUR ALVIM;EDUCAÇÃO ESPECIAL;0;Educação Especial;ARTUR ALVIM;21;PENHA;Educação Especial|PENHA
19397;EMEF;GILMAR TACCOLA , PROF;ITAQUERA;CARRAO;EDUCAÇÃO ESPECIAL;0;Educação Especial;CARRAO;26;ARICANDUVA-FORMOSA-CARRAO;Educação Especial|ARICANDUVA-FORMOSA-CARRAO
19398;EMEF;AGUAS DE MARCO;ITAQUERA;JOSE BONIFACIO;EDUCAÇÃO ESPECIAL;0;Educação Especial;JOSE BONIFACIO;27;ITAQUERA;Educação Especial|ITAQUERA
19399;EMEF;JANUARIO MANTELLI NETO, DEP.;PENHA;ERMELINO MATARAZZO;EDUCAÇÃO ESPECIAL;0;Educação Especial;ERMELINO MATARAZZO;22;ERMELINO MATARAZZO;Educação Especial|ERMELINO MATARAZZO
19400;EMEF;DAMA ENTRE RIOS VERDES;SAO MIGUEL;VILA CURUCA;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA CURUCA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19401;EMEF;JARDIM FONTALIS;JACANA/TREMEMBE;TREMEMBE;EDUCAÇÃO ESPECIAL;0;Educação Especial;TREMEMBE;06;JACANA-TREMEMBE;Educação Especial|JACANA-TREMEMBE
19402;EMEF;ZILKA SALABERRY DE CARVALHO;FREGUESIA/BRASILANDIA;CACHOEIRINHA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Especial|CASA VERDE-CACHOEIRINHA
19403;EMEI;VILA VERDE;ITAQUERA;ITAQUERA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAQUERA;27;ITAQUERA;Educação Especial|ITAQUERA
19404;EMEF;NEUZA AVELINO DA SILVA MELO;SAO MIGUEL;VILA JACUI;EDUCAÇÃO ESPECIAL;0;Educação Especial;VILA JACUI;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19405;EMEF;GILBERTO DUPAS, PROF;FREGUESIA/BRASILANDIA;CACHOEIRINHA;EDUCAÇÃO ESPECIAL;0;Educação Especial;CACHOEIRINHA;04;CASA VERDE-CACHOEIRINHA;Educação Especial|CASA VERDE-CACHOEIRINHA
19406;EMEF;CONSTELACAO DO INDIO;CAPELA DO SOCORRO;GRAJAU;EDUCAÇÃO ESPECIAL;0;Educação Especial;GRAJAU;19;CAPELA DO SOCORRO;Educação Especial|CAPELA DO SOCORRO
19407;EMEF;VIRGINIA LORISA ZEITOUNIAN CAMARGO, PROFA;SAO MATEUS;SAO MATEUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;SAO MATEUS;30;SAO MATEUS;Educação Especial|SAO MATEUS
19408;EMEF;PARQUE BOA ESPERANCA II;SAO MATEUS;IGUATEMI;EDUCAÇÃO ESPECIAL;0;Educação Especial;IGUATEMI;30;SAO MATEUS;Educação Especial|SAO MATEUS
19409;EMEF;IZABEL APARECIDA CRISTOVAO DA LUZ, PROFA;SAO MIGUEL;ITAIM PAULISTA;EDUCAÇÃO ESPECIAL;0;Educação Especial;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Especial|ITAIM PAULISTA
19410;EMEF;MURURES;SAO MIGUEL;JARDIM HELENA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARDIM HELENA;23;SAO MIGUEL;Educação Especial|SAO MIGUEL
19412;EMEF;BADRA;PIRITUBA;PERUS;EDUCAÇÃO ESPECIAL;0;Educação Especial;PERUS;01;PERUS;Educação Especial|PERUS
19413;EMEF;ELIANE BENUTE LESSA AYRES GONCALVES, PROFESSORA- NANY BENUTE;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
19414;EMEF;MOISES ELIAS DE SOUZA, TTE.;PIRITUBA;JARAGUA;EDUCAÇÃO ESPECIAL;0;Educação Especial;JARAGUA;02;PIRITUBA-JARAGUA;Educação Especial|PIRITUBA-JARAGUA
