CODEOL;TIPO;UNIDADE;DIRETORIA;DISTRITO;NIVEL;QTDE;Nível padronizado;nm_distrito_municipal;cd_subprefeitura;nm_subprefeitura;nivel_subprefeitura
18295;EMEI;ALEX FREUA NETTO, VER.;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;0;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
18309;EMEI;VERA ARNONI SCALQUETTI, PROFA.;JACANA/TREMEMBE;TUCURUVI;CRECHE;0;Educação Infantil;TUCURUVI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
18350;EMEI;ANTONIO CARLOS BRASILEIRO DE ALMEIDA JOBIM - TOM JOBIM ;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
18384;EMEI;MORENO, CTE.;BUTANTA;RAPOSO TAVARES;CRECHE;0;Educação Infantil;RAPOSO TAVARES;10;BUTANTA;Educação Infantil|BUTANTA
18503;EMEI;JOSEMARIA ESCRIVA, BEM-AVENTURADO;IPIRANGA;SACOMA;CRECHE;0;Educação Infantil;SACOMA;13;IPIRANGA;Educação Infantil|IPIRANGA
18511;EMEF;CARLOS CORREA MASCARO, PROF.;SAO MATEUS;IGUATEMI;CRECHE;0;Educação Infantil;IGUATEMI;30;SAO MATEUS;Educação Infantil|SAO MATEUS
18520;EMEI;JOAO MENDONCA FALCAO;PENHA;BRAS;CRECHE;0;Educação Infantil;BRAS;25;MOOCA;Educação Infantil|MOOCA
18538;EMEI;GESSY GEBARA, PROFA.;GUAIANASES;CIDADE TIRADENTES;CRECHE;0;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
18546;EMEF;DAMIAO, FREI;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
18554;EMEI;ANTONIO CALLADO;FREGUESIA/BRASILANDIA;LIMAO;CRECHE;0;Educação Infantil;LIMAO;04;CASA VERDE-CACHOEIRINHA;Educação Infantil|CASA VERDE-CACHOEIRINHA
18830;EMEF;PAULO FREIRE, PROF.;BUTANTA;VILA ANDRADE;CRECHE;0;Educação Infantil;VILA ANDRADE;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19011;EMEF;LINO DE MATTOS, SEN.;SAO MIGUEL;VILA JACUI;CRECHE;0;Educação Infantil;VILA JACUI;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
19020;EMEF;JAIRO DE ALMEIDA, PROF.;PIRITUBA;PERUS;CRECHE;0;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
19038;EMEI;CHACARA SONHO AZUL;CAMPO LIMPO;JARDIM ANGELA;CRECHE;0;Educação Infantil;JARDIM ANGELA;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
19046;EMEF;CELIA REGINA LEKEVICIUS CONSOLIN, PROFA.;JACANA/TREMEMBE;VILA MARIA;CRECHE;0;Educação Infantil;VILA MARIA;07;VILA MARIA-VILA GUILHERME;Educação Infantil|VILA MARIA-VILA GUILHERME
19054;EMEI;ADALBERTO PANZAN, DR.;SAO MATEUS;IGUATEMI;CRECHE;0;Educação Infantil;IGUATEMI;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19062;EMEI;THEREZA THE DE CARVALHO, PROFA.;ITAQUERA;VILA FORMOSA;CRECHE;0;Educação Infantil;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Educação Infantil|ARICANDUVA-FORMOSA-CARRAO
19071;EMEI;MARIA CECILIA DEZAN ROCHA, PROFA.;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
19089;EMEI;JOAO RUBENS MARCELO;ITAQUERA;VILA FORMOSA;CRECHE;0;Educação Infantil;VILA FORMOSA;26;ARICANDUVA-FORMOSA-CARRAO;Educação Infantil|ARICANDUVA-FORMOSA-CARRAO
19097;EMEI;ARTHUR BAPTISTA DA LUZ;SANTO AMARO;PEDREIRA;CRECHE;0;Educação Infantil;PEDREIRA;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
19101;EMEI;DINAH FERNANDES COSTA , PROFA.;PENHA;ARTUR ALVIM;CRECHE;0;Educação Infantil;ARTUR ALVIM;21;PENHA;Educação Infantil|PENHA
19119;EMEI;NEUSA CONCEICAO STINCHI, PROFA.;PENHA;CANGAIBA;CRECHE;0;Educação Infantil;CANGAIBA;21;PENHA;Educação Infantil|PENHA
19127;EMEI;CLEIDE MOREIRA DOS SANTOS, PROFA.;JACANA/TREMEMBE;MANDAQUI;CRECHE;0;Educação Infantil;MANDAQUI;05;SANTANA-TUCURUVI;Educação Infantil|SANTANA-TUCURUVI
19135;EMEI;DALMO AMARAL MACHADO, PROF.;SAO MIGUEL;ITAIM PAULISTA;CRECHE;0;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19143;EMEF;JOSE QUERINO RIBEIRO;ITAQUERA;CIDADE LIDER;CRECHE;0;Educação Infantil;CIDADE LIDER;27;ITAQUERA;Educação Infantil|ITAQUERA
19151;EMEI;JOAO CANDIDO;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19160;EMEF;ILEUSA CAETANO DA SILVA, PROFA.;BUTANTA;RAPOSO TAVARES;CRECHE;0;Educação Infantil;RAPOSO TAVARES;10;BUTANTA;Educação Infantil|BUTANTA
19178;EMEI;MARGARETH DE FATIMA MARQUES DE AZEVEDO;JACANA/TREMEMBE;TREMEMBE;CRECHE;0;Educação Infantil;TREMEMBE;06;JACANA-TREMEMBE;Educação Infantil|JACANA-TREMEMBE
19186;EMEI;SILVIO CALDAS, COMPOSITOR;IPIRANGA;SACOMA;CRECHE;0;Educação Infantil;SACOMA;13;IPIRANGA;Educação Infantil|IPIRANGA
19194;EMEF;PEDRO GERALDO SCHUNCK;CAPELA DO SOCORRO;PARELHEIROS;CRECHE;0;Educação Infantil;PARELHEIROS;20;PARELHEIROS;Educação Infantil|PARELHEIROS
19195;EMEF;JOSE KAUFFMANN , DR.;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19196;EMEF;LILIANE VERZINI SILVA, PROFA;SANTO AMARO;CIDADE ADEMAR;CRECHE;0;Educação Infantil;CIDADE ADEMAR;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
19197;EMEI;ANGELO KRETA;CAPELA DO SOCORRO;CIDADE DUTRA;CRECHE;0;Educação Infantil;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19198;CEU EMEI;MILTON SANTOS, PROF.;CAPELA DO SOCORRO;CIDADE DUTRA;CRECHE;0;Educação Infantil;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19199;EMEI;CLEMENCIA FERREIRA DA SILVA;SAO MIGUEL;VILA JACUI;CRECHE;0;Educação Infantil;VILA JACUI;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
19200;EMEI;JOANA MITSUE ISHII, PROFA;CAMPO LIMPO;JARDIM ANGELA;CRECHE;0;Educação Infantil;JARDIM ANGELA;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
19201;EMEI;MARIA DA LUZ SILVA DE OLIVEIRA, PROFA.;SAO MIGUEL;JARDIM HELENA;CRECHE;0;Educação Infantil;JARDIM HELENA;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
19202;EMEI;JULIO ALVES PEREIRA;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19203;EMEI;JARDIM FELICIDADE;PIRITUBA;PIRITUBA;CRECHE;0;Educação Infantil;PIRITUBA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19204;EMEI;MARIA CLARA MACHADO;CAMPO LIMPO;JARDIM ANGELA;CRECHE;0;Educação Infantil;JARDIM ANGELA;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
19205;EMEI;JARDIM MONTE BELO;PIRITUBA;ANHANGUERA;CRECHE;0;Educação Infantil;ANHANGUERA;01;PERUS;Educação Infantil|PERUS
19206;EMEI;FRANCISCO ADAUTO RODRIGUES;SAO MATEUS;IGUATEMI;CRECHE;0;Educação Infantil;IGUATEMI;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19207;EMEI;APARECIDA DE LOURDES CARRILHO JARDIM, PROFA;SAO MIGUEL;SAO MIGUEL;CRECHE;23;Educação Infantil;SAO MIGUEL;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
19208;EMEF;LUIZ ROBERTO MEGA, PROF.;GUAIANASES;CIDADE TIRADENTES;CRECHE;0;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
19209;EMEI;LUIS BIRAGHI, MONSENHOR;ITAQUERA;PARQUE DO CARMO;CRECHE;0;Educação Infantil;PARQUE DO CARMO;27;ITAQUERA;Educação Infantil|ITAQUERA
19210;EMEI;ORLANDO VILLAS BOAS;CAPELA DO SOCORRO;CIDADE DUTRA;CRECHE;0;Educação Infantil;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19211;EMEI;MITSUTANI;CAMPO LIMPO;CAPAO REDONDO;CRECHE;0;Educação Infantil;CAPAO REDONDO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19212;EMEI;ANTONIETA DE BARROS, PROFA;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19213;EMEI;RECANTO CAMPO BELO - DIRCE ZILLESG BORGES DOS SANTOS, PROFA;CAPELA DO SOCORRO;PARELHEIROS;CRECHE;0;Educação Infantil;PARELHEIROS;20;PARELHEIROS;Educação Infantil|PARELHEIROS
19214;CEU EMEI;JARDIM VILA NOVA;ITAQUERA;ITAQUERA;CRECHE;0;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
19215;EMEF;REMO RINALDI NADDEO, PROF.;PIRITUBA;ANHANGUERA;CRECHE;0;Educação Infantil;ANHANGUERA;01;PERUS;Educação Infantil|PERUS
19216;EMEF;THEREZA MACIEL DE PAULA PROFA.;SAO MATEUS;SAO RAFAEL;CRECHE;0;Educação Infantil;SAO RAFAEL;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19217;EMEF;RECANTO DOS HUMILDES;PIRITUBA;PERUS;CRECHE;0;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
19218;EMEF;JARDIM MONTE BELO;PIRITUBA;ANHANGUERA;CRECHE;0;Educação Infantil;ANHANGUERA;01;PERUS;Educação Infantil|PERUS
19219;EMEF;ENZO ANTONIO SILVESTRIN, PROF;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19220;EMEF;MARIO LAGO;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19221;EMEF;JARDIM DAS LARANJEIRAS;SAO MATEUS;IGUATEMI;CRECHE;0;Educação Infantil;IGUATEMI;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19222;EMEF;VEREMUNDO TOTH, DOM;BUTANTA;VILA ANDRADE;CRECHE;0;Educação Infantil;VILA ANDRADE;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19223;EMEF;MARIA APARECIDA VILASBOAS, PROFA.;SAO MATEUS;SAO RAFAEL;CRECHE;0;Educação Infantil;SAO RAFAEL;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19224;EMEF;MILENA BENEDICTO, PROFA;PIRITUBA;ANHANGUERA;CRECHE;0;Educação Infantil;ANHANGUERA;01;PERUS;Educação Infantil|PERUS
19225;EMEF;WANDA OVIDIO GONCALVES, PROFA.;SAO MIGUEL;ITAIM PAULISTA;CRECHE;0;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19226;CEU EMEF;MARIA CLARA MACHADO;SAO MIGUEL;ITAIM PAULISTA;CRECHE;0;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19227;CEU EMEF;CONCEICAO APARECIDA DE JESUS, PROFA;ITAQUERA;ITAQUERA;CRECHE;0;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
19228;EMEF;JOSE PEGORARO, PE.;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19229;EMEF;JOSUE DE CASTRO, PROF;PIRITUBA;JAGUARA;CRECHE;0;Educação Infantil;JAGUARA;08;LAPA;Educação Infantil|LAPA
19230;EMEI;NENE DO AMANHA;PENHA;PENHA;CRECHE;0;Educação Infantil;PENHA;21;PENHA;Educação Infantil|PENHA
19231;EMEI;GLEBA DO PESSEGO;ITAQUERA;PARQUE DO CARMO;CRECHE;0;Educação Infantil;PARQUE DO CARMO;27;ITAQUERA;Educação Infantil|ITAQUERA
19232;EMEF;FAZENDA DA JUTA;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
19233;EMEF;EDGARD CARONE;PIRITUBA;ANHANGUERA;CRECHE;0;Educação Infantil;ANHANGUERA;01;PERUS;Educação Infantil|PERUS
19234;CEU EMEI;PAULO FREIRE, PROF.;PENHA;PENHA;CRECHE;0;Educação Infantil;PENHA;21;PENHA;Educação Infantil|PENHA
19235;EMEI;CONJ. HABITACIONAL SAO FRANCISCO;SAO MATEUS;SAO RAFAEL;CRECHE;0;Educação Infantil;SAO RAFAEL;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19236;EMEI;CONJ. HABITACIONAL GOITI;ITAQUERA;ITAQUERA;CRECHE;0;Educação Infantil;ITAQUERA;27;ITAQUERA;Educação Infantil|ITAQUERA
19237;EMEI;SANTO DIAS DA SILVA;IPIRANGA;SACOMA;CRECHE;0;Educação Infantil;SACOMA;13;IPIRANGA;Educação Infantil|IPIRANGA
19238;EMEI;GLOBO DO SOL;SAO MIGUEL;VILA JACUI;CRECHE;0;Educação Infantil;VILA JACUI;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
19239;EMEI;MAURO BAPTISTA, PE.;BUTANTA;VILA ANDRADE;CRECHE;0;Educação Infantil;VILA ANDRADE;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19240;EMEI;ALFREDO VOLPI;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
19241;EMEF;HELLIO TAVARES, DR.;SAO MIGUEL;ITAIM PAULISTA;CRECHE;0;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19242;EMEI;MARIAZINHA REZENDE FUSARI, PROFA;BUTANTA;RAPOSO TAVARES;CRECHE;0;Educação Infantil;RAPOSO TAVARES;10;BUTANTA;Educação Infantil|BUTANTA
19243;EMEF;MARINA MELANDER COUTINHO, PROFA;CAPELA DO SOCORRO;CIDADE DUTRA;CRECHE;0;Educação Infantil;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19244;EMEF;GIUSEPPE TAVOLARO, PROF;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
19245;EMEI;APARECIDA CANDIDA DOS SANTOS DE JESUS - DONA CIDICA;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
19246;EMEI;RAUL NEMENZ, PROF;GUAIANASES;CIDADE TIRADENTES;CRECHE;0;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
19247;EMEF;TEREZINHA MOTA DE FIGUEIREDO;CAMPO LIMPO;CAPAO REDONDO;CRECHE;0;Educação Infantil;CAPAO REDONDO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19248;EMEI;WILSON REIS SANTOS;GUAIANASES;LAJEADO;CRECHE;0;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
19249;EMEF;DAISY AMADIO FUJIWARA, PROFA.;BUTANTA;RAPOSO TAVARES;CRECHE;0;Educação Infantil;RAPOSO TAVARES;10;BUTANTA;Educação Infantil|BUTANTA
19250;EMEI;LAURA DA CONCEICAO PEREIRA QUINTAES, PROFA.;SAO MIGUEL;ITAIM PAULISTA;CRECHE;0;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19252;EMEI;JOSE ROBSON COSTA DE ARAUJO, BOMBEIRO;FREGUESIA/BRASILANDIA;FREGUESIA DO O;CRECHE;0;Educação Infantil;FREGUESIA DO O;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
19253;EMEI;JOAO PAULO II, PAPA;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19254;EMEF;AYRTON OLIVEIRA SAMPAIO, PROF.;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19255;EMEI;ZELIA GATTAI;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19256;EMEI;GEORGE SAVALLA GOMES - CAREQUINHA;CAMPO LIMPO;CAPAO REDONDO;CRECHE;0;Educação Infantil;CAPAO REDONDO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19257;EMEF;ALDO DA TOFORI, PE;SANTO AMARO;PEDREIRA;CRECHE;0;Educação Infantil;PEDREIRA;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
19258;EMEI;GRAJAU;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19259;EMEI;CARLOS EDUARDO DE CAMARGO ARANHA, DR.;IPIRANGA;CURSINO;CRECHE;0;Educação Infantil;CURSINO;13;IPIRANGA;Educação Infantil|IPIRANGA
19260;CEU EMEF;PAULO GONCALO DOS SANTOS, PROF.;SANTO AMARO;PEDREIRA;CRECHE;0;Educação Infantil;PEDREIRA;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
19261;CEU EMEF;PAULO GOMES CARDIM, PROF. DR.;ITAQUERA;CIDADE LIDER;CRECHE;0;Educação Infantil;CIDADE LIDER;27;ITAQUERA;Educação Infantil|ITAQUERA
19262;CEU EMEF;BUTANTA;BUTANTA;RIO PEQUENO;CRECHE;0;Educação Infantil;RIO PEQUENO;10;BUTANTA;Educação Infantil|BUTANTA
19263;CEU EMEF;CIDADE DUTRA;CAPELA DO SOCORRO;CIDADE DUTRA;CRECHE;0;Educação Infantil;CIDADE DUTRA;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19264;CEU EMEF;INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;CRECHE;0;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
19265;CEU EMEF;JAMBEIRO;GUAIANASES;LAJEADO;CRECHE;0;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
19266;CEU EMEF;MENINOS;IPIRANGA;SACOMA;CRECHE;0;Educação Infantil;SACOMA;13;IPIRANGA;Educação Infantil|IPIRANGA
19267;EMEF;MARIA RITA DE CASSIA PINHEIRO SIMOES BRAGA, PROFA.;CAMPO LIMPO;CAPAO REDONDO;CRECHE;0;Educação Infantil;CAPAO REDONDO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19269;CEU EMEF;PARQUE SAO CARLOS;SAO MIGUEL;VILA JACUI;CRECHE;0;Educação Infantil;VILA JACUI;23;SAO MIGUEL;Educação Infantil|SAO MIGUEL
19271;CEU EMEF;PERA MARMELO;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19272;CEU EMEF;PERUS;PIRITUBA;PERUS;CRECHE;0;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
19274;CEU EMEF;CANDIDA DORA PINO PRETINI, PROFA;SAO MATEUS;SAO RAFAEL;CRECHE;0;Educação Infantil;SAO RAFAEL;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19275;EMEF;FRANCISCO REBOLO;BUTANTA;VILA ANDRADE;CRECHE;0;Educação Infantil;VILA ANDRADE;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19276;CEU EMEF;TRES LAGOS;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19277;CEU EMEF;VILA ATLANTICA;PIRITUBA;SAO DOMINGOS;CRECHE;0;Educação Infantil;SAO DOMINGOS;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19278;CEU EMEF;VILA CURUCA;SAO MIGUEL;VILA CURUCA;CRECHE;0;Educação Infantil;VILA CURUCA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19279;CEU EMEI;ALVARENGA;SANTO AMARO;PEDREIRA;CRECHE;0;Educação Infantil;PEDREIRA;16;CIDADE ADEMAR;Educação Infantil|CIDADE ADEMAR
19280;CEU EMEI;ARICANDUVA;ITAQUERA;CIDADE LIDER;CRECHE;0;Educação Infantil;CIDADE LIDER;27;ITAQUERA;Educação Infantil|ITAQUERA
19281;CEU EMEI;BUTANTA;BUTANTA;RIO PEQUENO;CRECHE;0;Educação Infantil;RIO PEQUENO;10;BUTANTA;Educação Infantil|BUTANTA
19283;EMEF;JOSE BLOTA JUNIOR, DEP.;CAMPO LIMPO;JARDIM ANGELA;CRECHE;0;Educação Infantil;JARDIM ANGELA;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
19284;CEU EMEI;INACIO MONTEIRO;GUAIANASES;CIDADE TIRADENTES;CRECHE;0;Educação Infantil;CIDADE TIRADENTES;31;CIDADE TIRADENTES;Educação Infantil|CIDADE TIRADENTES
19285;CEU EMEI;THERESINHA SQUINCA DA SILVA, PROFA;GUAIANASES;LAJEADO;CRECHE;0;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
19287;CEU EMEI;NAVEGANTES;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19289;CEU EMEI;ANTON MAKARENKO;SAO MIGUEL;ITAIM PAULISTA;CRECHE;0;Educação Infantil;ITAIM PAULISTA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19290;CEU EMEI;PERA MARMELO;PIRITUBA;JARAGUA;CRECHE;0;Educação Infantil;JARAGUA;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19291;EMEF;VARGEM GRANDE;CAPELA DO SOCORRO;PARELHEIROS;CRECHE;0;Educação Infantil;PARELHEIROS;20;PARELHEIROS;Educação Infantil|PARELHEIROS
19293;CEU EMEI;SAO MATEUS;SAO MATEUS;IGUATEMI;CRECHE;0;Educação Infantil;IGUATEMI;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19295;CEU EMEI;TRES LAGOS;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19296;CEU EMEI;VILA ATLANTICA;PIRITUBA;SAO DOMINGOS;CRECHE;0;Educação Infantil;SAO DOMINGOS;02;PIRITUBA-JARAGUA;Educação Infantil|PIRITUBA-JARAGUA
19297;CEU EMEI;APPARECIDO DOMINGUES, PROF.;SAO MIGUEL;VILA CURUCA;CRECHE;0;Educação Infantil;VILA CURUCA;24;ITAIM PAULISTA;Educação Infantil|ITAIM PAULISTA
19299;CEU EMEI;ROSA DA CHINA;SAO MATEUS;SAPOPEMBA;CRECHE;0;Educação Infantil;SAPOPEMBA;32;SAPOPEMBA;Educação Infantil|SAPOPEMBA
19300;EMEI;JOSE LA TORRE, PROF.;CAPELA DO SOCORRO;PARELHEIROS;CRECHE;0;Educação Infantil;PARELHEIROS;20;PARELHEIROS;Educação Infantil|PARELHEIROS
19301;EMEI;MARIA APARECIDA LARA COIADO, PROFA;GUAIANASES;GUAIANASES;CRECHE;0;Educação Infantil;GUAIANASES;28;GUAIANASES;Educação Infantil|GUAIANASES
19302;CEU EMEI;CASA BLANCA;CAMPO LIMPO;JARDIM SAO LUIS;CRECHE;0;Educação Infantil;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
19303;CEU EMEF;CASA BLANCA;CAMPO LIMPO;JARDIM SAO LUIS;CRECHE;0;Educação Infantil;JARDIM SAO LUIS;18;M BOI MIRIM;Educação Infantil|M BOI MIRIM
19304;CEU EMEI;PAZ;FREGUESIA/BRASILANDIA;BRASILANDIA;CRECHE;0;Educação Infantil;BRASILANDIA;03;FREGUESIA-BRASILANDIA;Educação Infantil|FREGUESIA-BRASILANDIA
19305;EMEF;JOAO DA SILVA;CAPELA DO SOCORRO;GRAJAU;CRECHE;0;Educação Infantil;GRAJAU;19;CAPELA DO SOCORRO;Educação Infantil|CAPELA DO SOCORRO
19307;CEU EMEI;LUIZA HELENA FERREIRA, PROFA;CAMPO LIMPO;CAMPO LIMPO;CRECHE;0;Educação Infantil;CAMPO LIMPO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19308;CEU EMEF;HERMES FERREIRA DE SOUZA;CAMPO LIMPO;CAMPO LIMPO;CRECHE;0;Educação Infantil;CAMPO LIMPO;17;CAMPO LIMPO;Educação Infantil|CAMPO LIMPO
19309;EMEI;FERNANDO SABINO;PENHA;CANGAIBA;CRECHE;0;Educação Infantil;CANGAIBA;21;PENHA;Educação Infantil|PENHA
19310;CEU CEI;SILVANA APARECIDA TOBIAS, PROFA.;GUAIANASES;LAJEADO;CRECHE;85;Educação Infantil;LAJEADO;28;GUAIANASES;Educação Infantil|GUAIANASES
19311;EMEI;JARDIM IMPERADOR;SAO MATEUS;SAO MATEUS;CRECHE;0;Educação Infantil;SAO MATEUS;30;SAO MATEUS;Educação Infantil|SAO MATEUS
19312;EMEI;JARDIM DA CONQUISTA;PIRITUBA;PERUS;CRECHE;0;Educação Infantil;PERUS;01;PERUS;Educação Infantil|PERUS
